isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
0	MSTRG.30641	MSTRG.30641.2	SoffiXsponR570.02Ag262400.v2.1	SoffiXsponR570.02Ag262400.3.v2.1	sense	intergenic	5619	same_strand	upstream
1	MSTRG.92518	MSTRG.92518.2	SoffiXsponR570.05Gg130100.v2.1	SoffiXsponR570.05Gg130100.1.v2.1	sense	intergenic	1773	same_strand	downstream
1	MSTRG.10993	MSTRG.10993.8	SoffiXsponR570.01Ag389400.v2.1	SoffiXsponR570.01Ag389400.1.v2.1	sense	intergenic	2231	same_strand	downstream
0	MSTRG.10993	MSTRG.10993.8	SoffiXsponR570.01Ag389500.v2.1	SoffiXsponR570.01Ag389500.2.v2.1	antisense	intergenic	5563	convergent	downstream
0	MSTRG.10993	MSTRG.10993.8	SoffiXsponR570.01Ag389500.v2.1	SoffiXsponR570.01Ag389500.3.v2.1	antisense	intergenic	5550	convergent	downstream
0	MSTRG.10993	MSTRG.10993.8	SoffiXsponR570.01Ag389500.v2.1	SoffiXsponR570.01Ag389500.1.v2.1	antisense	intergenic	5440	convergent	downstream
0	MSTRG.10993	MSTRG.10993.8	SoffiXsponR570.01Ag389500.v2.1	SoffiXsponR570.01Ag389500.4.v2.1	antisense	intergenic	5549	convergent	downstream
1	MSTRG.73130	MSTRG.73130.3	SoffiXsponR570.04Eg055800.v2.1	SoffiXsponR570.04Eg055800.1.v2.1	sense	intergenic	4212	same_strand	upstream
1	MSTRG.93813	MSTRG.93813.1	SoffiXsponR570.5_9Ag096800.v2.1	SoffiXsponR570.5_9Ag096800.1.v2.1	strand_unknow	intergenic	6016	unknow strand(s)	downstream
0	MSTRG.93813	MSTRG.93813.1	SoffiXsponR570.5_9Ag096900.v2.1	SoffiXsponR570.5_9Ag096900.1.v2.1	strand_unknow	intergenic	9647	unknow strand(s)	upstream
1	MSTRG.27233	MSTRG.27233.1	SoffiXsponR570.01Fg170500.v2.1	SoffiXsponR570.01Fg170500.1.v2.1	sense	intergenic	3825	same_strand	upstream
0	MSTRG.27233	MSTRG.27233.1	SoffiXsponR570.01Fg170600.v2.1	SoffiXsponR570.01Fg170600.1.v2.1	sense	intergenic	5854	same_strand	downstream
0	MSTRG.27233	MSTRG.27233.1	SoffiXsponR570.01Fg170600.v2.1	SoffiXsponR570.01Fg170600.3.v2.1	sense	intergenic	5909	same_strand	downstream
0	MSTRG.27233	MSTRG.27233.1	SoffiXsponR570.01Fg170600.v2.1	SoffiXsponR570.01Fg170600.2.v2.1	sense	intergenic	5906	same_strand	downstream
1	MSTRG.67274	MSTRG.67274.1	SoffiXsponR570.04Bg013200.v2.1	SoffiXsponR570.04Bg013200.1.v2.1	sense	intergenic	18496	same_strand	upstream
1	MSTRG.95785	MSTRG.95785.19	SoffiXsponR570.5_9Ag383200.v2.1	SoffiXsponR570.5_9Ag383200.1.v2.1	sense	genic	0	nested	intronic
0	MSTRG.95785	MSTRG.95785.19	SoffiXsponR570.5_9Ag383100.v2.1	SoffiXsponR570.5_9Ag383100.1.v2.1	sense	intergenic	7244	same_strand	downstream
0	MSTRG.95785	MSTRG.95785.19	SoffiXsponR570.5_9Ag383100.v2.1	SoffiXsponR570.5_9Ag383100.2.v2.1	sense	intergenic	7268	same_strand	downstream
1	MSTRG.91993	MSTRG.91993.1	SoffiXsponR570.05Gg061200.v2.1	SoffiXsponR570.05Gg061200.1.v2.1	strand_unknow	intergenic	261	unknow strand(s)	upstream
0	MSTRG.91993	MSTRG.91993.1	SoffiXsponR570.05Gg061600.v2.1	SoffiXsponR570.05Gg061600.1.v2.1	strand_unknow	intergenic	8772	unknow strand(s)	upstream
1	MSTRG.17407	MSTRG.17407.1	SoffiXsponR570.01Cg112400.v2.1	SoffiXsponR570.01Cg112400.1.v2.1	sense	intergenic	1	same_strand	upstream
1	MSTRG.4380	MSTRG.4380.7	SoffiXsponR570.10Dg013500.v2.1	SoffiXsponR570.10Dg013500.1.v2.1	antisense	intergenic	992	divergent	upstream
0	MSTRG.4380	MSTRG.4380.7	SoffiXsponR570.10Dg013400.v2.1	SoffiXsponR570.10Dg013400.1.v2.1	antisense	intergenic	4381	divergent	upstream
1	MSTRG.89135	MSTRG.89135.2	SoffiXsponR570.05Eg322400.v2.1	SoffiXsponR570.05Eg322400.1.v2.1	sense	intergenic	5713	same_strand	upstream
0	MSTRG.89135	MSTRG.89135.2	SoffiXsponR570.05Eg322400.v2.1	SoffiXsponR570.05Eg322400.2.v2.1	sense	intergenic	5724	same_strand	upstream
0	MSTRG.89135	MSTRG.89135.2	SoffiXsponR570.05Eg322400.v2.1	SoffiXsponR570.05Eg322400.3.v2.1	sense	intergenic	5804	same_strand	upstream
1	MSTRG.58418	MSTRG.58418.2	SoffiXsponR570.03Dg161600.v2.1	SoffiXsponR570.03Dg161600.1.v2.1	antisense	intergenic	15866	divergent	upstream
0	MSTRG.58418	MSTRG.58418.2	SoffiXsponR570.03Dg161500.v2.1	SoffiXsponR570.03Dg161500.1.v2.1	antisense	intergenic	16776	convergent	downstream
1	MSTRG.65048	MSTRG.65048.1	SoffiXsponR570.04Ag005500.v2.1	SoffiXsponR570.04Ag005500.2.v2.1	strand_unknow	intergenic	43742	unknow strand(s)	downstream
0	MSTRG.65048	MSTRG.65048.1	SoffiXsponR570.04Ag005500.v2.1	SoffiXsponR570.04Ag005500.1.v2.1	strand_unknow	intergenic	43742	unknow strand(s)	downstream
1	MSTRG.2346	MSTRG.2346.1	SoffiXsponR570.10Bg104700.v2.1	SoffiXsponR570.10Bg104700.1.v2.1	strand_unknow	genic	0	nested	intronic
0	MSTRG.2346	MSTRG.2346.1	SoffiXsponR570.10Bg104600.v2.1	SoffiXsponR570.10Bg104600.2.v2.1	strand_unknow	intergenic	7169	unknow strand(s)	downstream
0	MSTRG.2346	MSTRG.2346.1	SoffiXsponR570.10Bg104600.v2.1	SoffiXsponR570.10Bg104600.1.v2.1	strand_unknow	intergenic	7169	unknow strand(s)	downstream
1	MSTRG.16240	MSTRG.16240.1	SoffiXsponR570.01Bg471900.v2.1	SoffiXsponR570.01Bg471900.1.v2.1	sense	intergenic	8932	same_strand	upstream
1	MSTRG.94937	MSTRG.94937.8	SoffiXsponR570.5_9Ag252300.v2.1	SoffiXsponR570.5_9Ag252300.1.v2.1	antisense	genic	0	overlapping	exonic
0	MSTRG.94937	MSTRG.94937.8	SoffiXsponR570.5_9Ag252200.v2.1	SoffiXsponR570.5_9Ag252200.1.v2.1	antisense	genic	0	containing	exonic
0	MSTRG.94937	MSTRG.94937.8	SoffiXsponR570.5_9Ag252000.v2.1	SoffiXsponR570.5_9Ag252000.1.v2.1	antisense	genic	0	containing	exonic
0	MSTRG.94937	MSTRG.94937.8	SoffiXsponR570.5_9Ag252100.v2.1	SoffiXsponR570.5_9Ag252100.1.v2.1	antisense	genic	0	containing	exonic
1	MSTRG.31307	MSTRG.31307.1	SoffiXsponR570.02Ag357200.v2.1	SoffiXsponR570.02Ag357200.1.v2.1	sense	genic	0	nested	intronic
1	MSTRG.44354	MSTRG.44354.4	SoffiXsponR570.02Fg019700.v2.1	SoffiXsponR570.02Fg019700.1.v2.1	sense	intergenic	1830	same_strand	upstream
0	MSTRG.44354	MSTRG.44354.4	SoffiXsponR570.02Fg019700.v2.1	SoffiXsponR570.02Fg019700.2.v2.1	sense	intergenic	1880	same_strand	upstream
1	MSTRG.96322	MSTRG.96322.1	SoffiXsponR570.5_9Ag461200.v2.1	SoffiXsponR570.5_9Ag461200.2.v2.1	strand_unknow	intergenic	13185	unknow strand(s)	downstream
0	MSTRG.96322	MSTRG.96322.1	SoffiXsponR570.5_9Ag461200.v2.1	SoffiXsponR570.5_9Ag461200.4.v2.1	strand_unknow	intergenic	13185	unknow strand(s)	downstream
0	MSTRG.96322	MSTRG.96322.1	SoffiXsponR570.5_9Ag461200.v2.1	SoffiXsponR570.5_9Ag461200.3.v2.1	strand_unknow	intergenic	13185	unknow strand(s)	downstream
0	MSTRG.96322	MSTRG.96322.1	SoffiXsponR570.5_9Ag461200.v2.1	SoffiXsponR570.5_9Ag461200.1.v2.1	strand_unknow	intergenic	13185	unknow strand(s)	downstream
1	MSTRG.64839	MSTRG.64839.1	SoffiXsponR570.3os2g007400.v2.1	SoffiXsponR570.3os2g007400.1.v2.1	antisense	intergenic	2150	convergent	downstream
1	MSTRG.70436	MSTRG.70436.1	SoffiXsponR570.04Cg183100.v2.1	SoffiXsponR570.04Cg183100.1.v2.1	antisense	intergenic	23117	convergent	downstream
0	MSTRG.70436	MSTRG.70436.1	SoffiXsponR570.04Cg183200.v2.1	SoffiXsponR570.04Cg183200.1.v2.1	sense	intergenic	24411	same_strand	downstream
1	MSTRG.134243	MSTRG.134243.1	SoffiXsponR570.09Bg081100.v2.1	SoffiXsponR570.09Bg081100.1.v2.1	antisense	intergenic	33185	convergent	downstream
1	MSTRG.53787	MSTRG.53787.1	SoffiXsponR570.03Bg219200.v2.1	SoffiXsponR570.03Bg219200.1.v2.1	strand_unknow	genic	0	nested	intronic
0	MSTRG.53787	MSTRG.53787.1	SoffiXsponR570.03Bg219100.v2.1	SoffiXsponR570.03Bg219100.1.v2.1	strand_unknow	intergenic	3731	unknow strand(s)	downstream
0	MSTRG.53787	MSTRG.53787.1	SoffiXsponR570.03Bg219200.v2.1	SoffiXsponR570.03Bg219200.2.v2.1	strand_unknow	genic	0	nested	intronic
0	MSTRG.53787	MSTRG.53787.1	SoffiXsponR570.03Bg219300.v2.1	SoffiXsponR570.03Bg219300.1.v2.1	strand_unknow	intergenic	1431	unknow strand(s)	upstream
1	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg055500.v2.1	SoffiXsponR570.05Dg055500.1.v2.1	antisense	genic	0	containing	exonic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg054900.v2.1	SoffiXsponR570.05Dg054900.1.v2.1	sense	genic	0	containing	intronic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg055100.v2.1	SoffiXsponR570.05Dg055100.1.v2.1	sense	genic	0	containing	intronic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg054800.v2.1	SoffiXsponR570.05Dg054800.1.v2.1	antisense	genic	0	containing	intronic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg054600.v2.1	SoffiXsponR570.05Dg054600.1.v2.1	antisense	genic	0	containing	intronic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg055400.v2.1	SoffiXsponR570.05Dg055400.1.v2.1	antisense	genic	0	containing	intronic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg054500.v2.1	SoffiXsponR570.05Dg054500.1.v2.1	antisense	genic	0	overlapping	exonic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg054700.v2.1	SoffiXsponR570.05Dg054700.1.v2.1	sense	genic	0	containing	intronic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg055300.v2.1	SoffiXsponR570.05Dg055300.1.v2.1	sense	genic	0	containing	intronic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg055600.v2.1	SoffiXsponR570.05Dg055600.1.v2.1	antisense	genic	0	containing	exonic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg054600.v2.1	SoffiXsponR570.05Dg054600.2.v2.1	antisense	genic	0	containing	intronic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg055200.v2.1	SoffiXsponR570.05Dg055200.1.v2.1	antisense	genic	0	containing	intronic
0	MSTRG.84653	MSTRG.84653.5	SoffiXsponR570.05Dg055000.v2.1	SoffiXsponR570.05Dg055000.1.v2.1	antisense	genic	0	containing	intronic
1	MSTRG.28738	MSTRG.28738.2	SoffiXsponR570.02Ag001200.v2.1	SoffiXsponR570.02Ag001200.2.v2.1	antisense	intergenic	20534	convergent	downstream
0	MSTRG.28738	MSTRG.28738.2	SoffiXsponR570.02Ag001200.v2.1	SoffiXsponR570.02Ag001200.3.v2.1	antisense	intergenic	20537	convergent	downstream
0	MSTRG.28738	MSTRG.28738.2	SoffiXsponR570.02Ag001200.v2.1	SoffiXsponR570.02Ag001200.1.v2.1	antisense	intergenic	20535	convergent	downstream
1	MSTRG.51594	MSTRG.51594.1	SoffiXsponR570.03Ag278400.v2.1	SoffiXsponR570.03Ag278400.1.v2.1	strand_unknow	intergenic	495	unknow strand(s)	upstream
0	MSTRG.51594	MSTRG.51594.1	SoffiXsponR570.03Ag278500.v2.1	SoffiXsponR570.03Ag278500.1.v2.1	strand_unknow	intergenic	8046	unknow strand(s)	upstream
1	MSTRG.90003	MSTRG.90003.3	SoffiXsponR570.05Fg088400.v2.1	SoffiXsponR570.05Fg088400.1.v2.1	antisense	intergenic	266	divergent	upstream
0	MSTRG.90003	MSTRG.90003.3	SoffiXsponR570.05Fg088300.v2.1	SoffiXsponR570.05Fg088300.1.v2.1	antisense	intergenic	7738	divergent	upstream
0	MSTRG.90003	MSTRG.90003.3	SoffiXsponR570.05Fg088500.v2.1	SoffiXsponR570.05Fg088500.1.v2.1	sense	intergenic	8616	same_strand	upstream
1	MSTRG.10607	MSTRG.10607.1	SoffiXsponR570.01Ag344900.v2.1	SoffiXsponR570.01Ag344900.1.v2.1	antisense	genic	0	nested	exonic
1	MSTRG.90248	MSTRG.90248.2	SoffiXsponR570.05Fg123600.v2.1	SoffiXsponR570.05Fg123600.1.v2.1	sense	intergenic	4161	same_strand	upstream
1	MSTRG.16873	MSTRG.16873.1	SoffiXsponR570.01Cg042500.v2.1	SoffiXsponR570.01Cg042500.2.v2.1	sense	intergenic	3229	same_strand	downstream
0	MSTRG.16873	MSTRG.16873.1	SoffiXsponR570.01Cg042600.v2.1	SoffiXsponR570.01Cg042600.1.v2.1	sense	intergenic	8366	same_strand	downstream
0	MSTRG.16873	MSTRG.16873.1	SoffiXsponR570.01Cg042500.v2.1	SoffiXsponR570.01Cg042500.1.v2.1	sense	intergenic	3441	same_strand	downstream
1	MSTRG.5107	MSTRG.5107.1	SoffiXsponR570.10Dg110100.v2.1	SoffiXsponR570.10Dg110100.1.v2.1	strand_unknow	intergenic	4599	unknow strand(s)	downstream
1	MSTRG.20956	MSTRG.20956.1	SoffiXsponR570.01Dg165400.v2.1	SoffiXsponR570.01Dg165400.1.v2.1	sense	intergenic	7071	same_strand	downstream
1	MSTRG.135088	MSTRG.135088.1	SoffiXsponR570.09Cg028300.v2.1	SoffiXsponR570.09Cg028300.1.v2.1	sense	intergenic	1299	same_strand	upstream
1	MSTRG.88058	MSTRG.88058.1	SoffiXsponR570.05Eg171500.v2.1	SoffiXsponR570.05Eg171500.1.v2.1	antisense	intergenic	691	convergent	downstream
0	MSTRG.88058	MSTRG.88058.1	SoffiXsponR570.05Eg171400.v2.1	SoffiXsponR570.05Eg171400.1.v2.1	sense	intergenic	1502	same_strand	downstream
1	MSTRG.96444	MSTRG.96444.1	SoffiXsponR570.5_9Ag479200.v2.1	SoffiXsponR570.5_9Ag479200.1.v2.1	antisense	intergenic	1850	divergent	upstream
0	MSTRG.96444	MSTRG.96444.1	SoffiXsponR570.5_9Ag479100.v2.1	SoffiXsponR570.5_9Ag479100.1.v2.1	sense	intergenic	9646	same_strand	downstream
1	MSTRG.96342	MSTRG.96342.1	SoffiXsponR570.5_9Ag464500.v2.1	SoffiXsponR570.5_9Ag464500.1.v2.1	strand_unknow	intergenic	2541	unknow strand(s)	downstream
1	MSTRG.40603	MSTRG.40603.1	SoffiXsponR570.02Dg337100.v2.1	SoffiXsponR570.02Dg337100.2.v2.1	strand_unknow	intergenic	7418	unknow strand(s)	upstream
0	MSTRG.40603	MSTRG.40603.1	SoffiXsponR570.02Dg337100.v2.1	SoffiXsponR570.02Dg337100.1.v2.1	strand_unknow	intergenic	7425	unknow strand(s)	upstream
1	MSTRG.76980	MSTRG.76980.1	SoffiXsponR570.05Ag121800.v2.1	SoffiXsponR570.05Ag121800.3.v2.1	sense	intergenic	27078	same_strand	downstream
0	MSTRG.76980	MSTRG.76980.1	SoffiXsponR570.05Ag121800.v2.1	SoffiXsponR570.05Ag121800.5.v2.1	sense	intergenic	27083	same_strand	downstream
0	MSTRG.76980	MSTRG.76980.1	SoffiXsponR570.05Ag121800.v2.1	SoffiXsponR570.05Ag121800.2.v2.1	sense	intergenic	27078	same_strand	downstream
0	MSTRG.76980	MSTRG.76980.1	SoffiXsponR570.05Ag121800.v2.1	SoffiXsponR570.05Ag121800.1.v2.1	sense	intergenic	27078	same_strand	downstream
0	MSTRG.76980	MSTRG.76980.1	SoffiXsponR570.05Ag121800.v2.1	SoffiXsponR570.05Ag121800.4.v2.1	sense	intergenic	27082	same_strand	downstream
1	MSTRG.89877	MSTRG.89877.1	SoffiXsponR570.05Fg069700.v2.1	SoffiXsponR570.05Fg069700.1.v2.1	antisense	genic	0	nested	exonic
0	MSTRG.89877	MSTRG.89877.1	SoffiXsponR570.05Fg069600.v2.1	SoffiXsponR570.05Fg069600.1.v2.1	antisense	intergenic	3465	convergent	downstream
0	MSTRG.89877	MSTRG.89877.1	SoffiXsponR570.05Fg069500.v2.1	SoffiXsponR570.05Fg069500.1.v2.1	antisense	intergenic	4918	convergent	downstream
1	MSTRG.44046	MSTRG.44046.7	SoffiXsponR570.02Eg373800.v2.1	SoffiXsponR570.02Eg373800.1.v2.1	antisense	intergenic	538	divergent	upstream
1	MSTRG.24550	MSTRG.24550.1	SoffiXsponR570.01Eg243900.v2.1	SoffiXsponR570.01Eg243900.1.v2.1	strand_unknow	intergenic	3478	unknow strand(s)	upstream
1	MSTRG.70698	MSTRG.70698.4	SoffiXsponR570.04Cg218100.v2.1	SoffiXsponR570.04Cg218100.1.v2.1	antisense	intergenic	46413	divergent	upstream
0	MSTRG.70698	MSTRG.70698.4	SoffiXsponR570.04Cg218100.v2.1	SoffiXsponR570.04Cg218100.3.v2.1	antisense	intergenic	46470	divergent	upstream
0	MSTRG.70698	MSTRG.70698.4	SoffiXsponR570.04Cg218100.v2.1	SoffiXsponR570.04Cg218100.4.v2.1	antisense	intergenic	46471	divergent	upstream
0	MSTRG.70698	MSTRG.70698.4	SoffiXsponR570.04Cg218100.v2.1	SoffiXsponR570.04Cg218100.5.v2.1	antisense	intergenic	46467	divergent	upstream
0	MSTRG.70698	MSTRG.70698.4	SoffiXsponR570.04Cg218100.v2.1	SoffiXsponR570.04Cg218100.7.v2.1	antisense	intergenic	48153	divergent	upstream
0	MSTRG.70698	MSTRG.70698.4	SoffiXsponR570.04Cg218100.v2.1	SoffiXsponR570.04Cg218100.2.v2.1	antisense	intergenic	46413	divergent	upstream
0	MSTRG.70698	MSTRG.70698.4	SoffiXsponR570.04Cg218100.v2.1	SoffiXsponR570.04Cg218100.6.v2.1	antisense	intergenic	46493	divergent	upstream
1	MSTRG.107871	MSTRG.107871.3	SoffiXsponR570.07Ag013300.v2.1	SoffiXsponR570.07Ag013300.1.v2.1	antisense	intergenic	1717	divergent	upstream
1	MSTRG.68942	MSTRG.68942.3	SoffiXsponR570.04Bg248500.v2.1	SoffiXsponR570.04Bg248500.1.v2.1	antisense	genic	0	containing	exonic
0	MSTRG.68942	MSTRG.68942.3	SoffiXsponR570.04Bg248400.v2.1	SoffiXsponR570.04Bg248400.1.v2.1	sense	intergenic	6232	same_strand	upstream
1	MSTRG.63646	MSTRG.63646.2	SoffiXsponR570.03Gg025700.v2.1	SoffiXsponR570.03Gg025700.5.v2.1	sense	intergenic	27420	same_strand	downstream
0	MSTRG.63646	MSTRG.63646.2	SoffiXsponR570.03Gg025700.v2.1	SoffiXsponR570.03Gg025700.2.v2.1	sense	intergenic	27431	same_strand	downstream
0	MSTRG.63646	MSTRG.63646.2	SoffiXsponR570.03Gg025700.v2.1	SoffiXsponR570.03Gg025700.1.v2.1	sense	intergenic	27424	same_strand	downstream
0	MSTRG.63646	MSTRG.63646.2	SoffiXsponR570.03Gg025700.v2.1	SoffiXsponR570.03Gg025700.3.v2.1	sense	intergenic	28130	same_strand	downstream
0	MSTRG.63646	MSTRG.63646.2	SoffiXsponR570.03Gg025700.v2.1	SoffiXsponR570.03Gg025700.4.v2.1	sense	intergenic	27459	same_strand	downstream
1	MSTRG.44659	MSTRG.44659.1	SoffiXsponR570.02Fg054200.v2.1	SoffiXsponR570.02Fg054200.1.v2.1	antisense	intergenic	42	convergent	downstream
0	MSTRG.44659	MSTRG.44659.1	SoffiXsponR570.02Fg054400.v2.1	SoffiXsponR570.02Fg054400.1.v2.1	sense	intergenic	5774	same_strand	upstream
0	MSTRG.44659	MSTRG.44659.1	SoffiXsponR570.02Fg054300.v2.1	SoffiXsponR570.02Fg054300.2.v2.1	antisense	intergenic	1558	convergent	downstream
0	MSTRG.44659	MSTRG.44659.1	SoffiXsponR570.02Fg054100.v2.1	SoffiXsponR570.02Fg054100.1.v2.1	antisense	intergenic	1815	divergent	upstream
0	MSTRG.44659	MSTRG.44659.1	SoffiXsponR570.02Fg054300.v2.1	SoffiXsponR570.02Fg054300.1.v2.1	antisense	intergenic	1422	convergent	downstream
1	MSTRG.60686	MSTRG.60686.1	SoffiXsponR570.03Eg093200.v2.1	SoffiXsponR570.03Eg093200.1.v2.1	sense	intergenic	6563	same_strand	upstream
1	MSTRG.10403	MSTRG.10403.1	SoffiXsponR570.01Ag320200.v2.1	SoffiXsponR570.01Ag320200.1.v2.1	strand_unknow	genic	0	nested	intronic
0	MSTRG.10403	MSTRG.10403.1	SoffiXsponR570.01Ag320100.v2.1	SoffiXsponR570.01Ag320100.1.v2.1	strand_unknow	intergenic	4681	unknow strand(s)	upstream
0	MSTRG.10403	MSTRG.10403.1	SoffiXsponR570.01Ag320000.v2.1	SoffiXsponR570.01Ag320000.1.v2.1	strand_unknow	intergenic	8507	unknow strand(s)	upstream
0	MSTRG.10403	MSTRG.10403.1	SoffiXsponR570.01Ag320300.v2.1	SoffiXsponR570.01Ag320300.1.v2.1	strand_unknow	intergenic	7570	unknow strand(s)	upstream
1	MSTRG.113990	MSTRG.113990.35	SoffiXsponR570.07Dg014100.v2.1	SoffiXsponR570.07Dg014100.1.v2.1	sense	intergenic	3904	same_strand	upstream
1	MSTRG.40426	MSTRG.40426.15	SoffiXsponR570.02Dg316300.v2.1	SoffiXsponR570.02Dg316300.1.v2.1	sense	intergenic	2760	same_strand	downstream
0	MSTRG.40426	MSTRG.40426.15	SoffiXsponR570.02Dg316200.v2.1	SoffiXsponR570.02Dg316200.1.v2.1	antisense	intergenic	6352	convergent	downstream
1	MSTRG.79615	MSTRG.79615.1	SoffiXsponR570.05Bg120500.v2.1	SoffiXsponR570.05Bg120500.1.v2.1	sense	intergenic	1460	same_strand	upstream
0	MSTRG.79615	MSTRG.79615.1	SoffiXsponR570.05Bg120600.v2.1	SoffiXsponR570.05Bg120600.1.v2.1	antisense	intergenic	8686	convergent	downstream
0	MSTRG.79615	MSTRG.79615.1	SoffiXsponR570.05Bg120600.v2.1	SoffiXsponR570.05Bg120600.2.v2.1	antisense	intergenic	4552	convergent	downstream
0	MSTRG.79615	MSTRG.79615.1	SoffiXsponR570.05Bg120600.v2.1	SoffiXsponR570.05Bg120600.3.v2.1	antisense	intergenic	6882	convergent	downstream
1	MSTRG.101278	MSTRG.101278.2	SoffiXsponR570.06Dg125600.v2.1	SoffiXsponR570.06Dg125600.1.v2.1	antisense	intergenic	13721	convergent	downstream
0	MSTRG.101278	MSTRG.101278.2	SoffiXsponR570.06Dg125600.v2.1	SoffiXsponR570.06Dg125600.2.v2.1	antisense	intergenic	13845	convergent	downstream
1	MSTRG.49279	MSTRG.49279.11	SoffiXsponR570.02Gg307600.v2.1	SoffiXsponR570.02Gg307600.1.v2.1	sense	intergenic	3646	same_strand	upstream
0	MSTRG.49279	MSTRG.49279.11	SoffiXsponR570.02Gg307500.v2.1	SoffiXsponR570.02Gg307500.2.v2.1	sense	intergenic	6035	same_strand	downstream
0	MSTRG.49279	MSTRG.49279.11	SoffiXsponR570.02Gg307500.v2.1	SoffiXsponR570.02Gg307500.1.v2.1	sense	intergenic	6012	same_strand	downstream
0	MSTRG.49279	MSTRG.49279.11	SoffiXsponR570.02Gg307500.v2.1	SoffiXsponR570.02Gg307500.3.v2.1	sense	intergenic	6017	same_strand	downstream
1	MSTRG.39960	MSTRG.39960.1	SoffiXsponR570.02Dg253800.v2.1	SoffiXsponR570.02Dg253800.1.v2.1	antisense	genic	0	nested	intronic
1	MSTRG.29728	MSTRG.29728.1	SoffiXsponR570.02Ag135100.v2.1	SoffiXsponR570.02Ag135100.1.v2.1	sense	intergenic	3723	same_strand	upstream
1	MSTRG.97273	MSTRG.97273.1	SoffiXsponR570.06Ag079800.v2.1	SoffiXsponR570.06Ag079800.1.v2.1	sense	intergenic	4432	same_strand	downstream
0	MSTRG.97273	MSTRG.97273.1	SoffiXsponR570.06Ag079700.v2.1	SoffiXsponR570.06Ag079700.1.v2.1	sense	intergenic	5591	same_strand	downstream
1	MSTRG.115023	MSTRG.115023.1	SoffiXsponR570.07Dg147400.v2.1	SoffiXsponR570.07Dg147400.1.v2.1	antisense	intergenic	1853	divergent	upstream
1	MSTRG.131987	MSTRG.131987.1	SoffiXsponR570.8_5Ag208300.v2.1	SoffiXsponR570.8_5Ag208300.1.v2.1	strand_unknow	intergenic	2828	unknow strand(s)	upstream
1	MSTRG.111088	MSTRG.111088.3	SoffiXsponR570.07Bg171600.v2.1	SoffiXsponR570.07Bg171600.1.v2.1	sense	intergenic	290	same_strand	upstream
0	MSTRG.111088	MSTRG.111088.3	SoffiXsponR570.07Bg171700.v2.1	SoffiXsponR570.07Bg171700.1.v2.1	antisense	intergenic	4594	divergent	upstream
1	MSTRG.137381	MSTRG.137381.1	SoffiXsponR570.09Eg047900.v2.1	SoffiXsponR570.09Eg047900.1.v2.1	strand_unknow	intergenic	1967	unknow strand(s)	upstream
0	MSTRG.137381	MSTRG.137381.1	SoffiXsponR570.09Eg048000.v2.1	SoffiXsponR570.09Eg048000.1.v2.1	strand_unknow	intergenic	3722	unknow strand(s)	upstream
0	MSTRG.137381	MSTRG.137381.1	SoffiXsponR570.09Eg048100.v2.1	SoffiXsponR570.09Eg048100.2.v2.1	strand_unknow	intergenic	4633	unknow strand(s)	downstream
0	MSTRG.137381	MSTRG.137381.1	SoffiXsponR570.09Eg048100.v2.1	SoffiXsponR570.09Eg048100.1.v2.1	strand_unknow	intergenic	4634	unknow strand(s)	downstream
1	MSTRG.83807	MSTRG.83807.1	SoffiXsponR570.05Cg327600.v2.1	SoffiXsponR570.05Cg327600.1.v2.1	sense	intergenic	2179	same_strand	upstream
0	MSTRG.83807	MSTRG.83807.1	SoffiXsponR570.05Cg327500.v2.1	SoffiXsponR570.05Cg327500.1.v2.1	antisense	intergenic	4120	convergent	downstream
1	MSTRG.32573	MSTRG.32573.15	SoffiXsponR570.02Bg099900.v2.1	SoffiXsponR570.02Bg099900.1.v2.1	sense	intergenic	24354	same_strand	upstream
1	MSTRG.81936	MSTRG.81936.9	SoffiXsponR570.05Cg060600.v2.1	SoffiXsponR570.05Cg060600.1.v2.1	antisense	intergenic	17815	divergent	upstream
1	MSTRG.97847	MSTRG.97847.2	SoffiXsponR570.06Ag155100.v2.1	SoffiXsponR570.06Ag155100.1.v2.1	antisense	intergenic	2959	convergent	downstream
0	MSTRG.97847	MSTRG.97847.2	SoffiXsponR570.06Ag155100.v2.1	SoffiXsponR570.06Ag155100.2.v2.1	antisense	intergenic	2960	convergent	downstream
1	MSTRG.26462	MSTRG.26462.1	SoffiXsponR570.01Fg059000.v2.1	SoffiXsponR570.01Fg059000.1.v2.1	antisense	intergenic	5078	divergent	upstream
