name	kmerScore_1mer	kmerScore_2mer	kmerScore_3mer	kmerScore_6mer	kmerScore_9mer	kmerScore_12mer	ORF_cover	RNA_size	coding_potential	label
MSTRG.95626.1	0.506391	0.5156	0.508505	0.502581	0.513116	0.365228	0.598393574297189	747	0.398	0
MSTRG.95629.1	0.518519	0.538001	0.562574	0.616785	0.642518	0.478831	0.579831932773109	357	0.164	0
MSTRG.95629.2	0.494148	0.49039	0.535354	0.578655	0.627858	0.514867	0.509174311926605	436	0.224	0
MSTRG.95634.1	0.489728	0.48055	0.467696	0.458501	0.453845	0.322124	0.163636363636364	1485	0.004	0
MSTRG.95637.1	0.508934	0.514788	0.519728	0.539226	0.541853	0.3623	0.834319526627219	338	0.088	0
MSTRG.95638.1	0.519722	0.539959	0.534659	0.552299	0.564766	0.454646	0.321776814734561	923	0.398	0
MSTRG.95645.1	0.509193	0.519412	0.53723	0.560569	0.596904	0.556087	0.692783505154639	485	0.752	1
MSTRG.95653.1	0.516228	0.534595	0.535651	0.55671	0.564705	0.505359	0.703448275862069	435	0.434	0
MSTRG.95653.2	0.520856	0.545223	0.579582	0.658909	0.686782	0.612798	0.518272425249169	301	0.676	1
MSTRG.95658.1	0.519862	0.537423	0.538753	0.557657	0.560164	0.497999	0.705128205128205	234	0.064	0
MSTRG.95671.1	0.49231	0.486311	0.47849	0.466667	0.474121	0.421416	0.307624890446976	1141	0.474	1
MSTRG.95671.2	0.489199	0.478785	0.467403	0.44452	0.446549	0.371189	0.15615962984384	1729	0	0
MSTRG.95672.1	0.496738	0.486947	0.446282	0.402227	0.377706	0.187467	0.197560975609756	410	0	0
MSTRG.95673.1	0.503243	0.507966	0.517374	0.544488	0.56222	0.51106	0.933609958506224	241	0.222	0
MSTRG.95674.1	0.515031	0.532515	0.529393	0.539165	0.483705	0.339589	0.109243697478992	714	0.002	0
MSTRG.95679.1	0.510651	0.52597	0.530472	0.530415	0.524799	0.37609	0.469879518072289	332	0.034	0
MSTRG.95680.2	0.511692	0.523065	0.542448	0.587129	0.620869	0.578808	0.351100811123986	3452	0.82	1
MSTRG.95681.1	0.517392	0.535872	0.544178	0.569137	0.582309	0.550906	0.251259445843829	1588	0.712	1
MSTRG.95681.2	0.517392	0.535872	0.544178	0.569137	0.582309	0.550906	0.360108303249097	1108	0.542	1
MSTRG.95681.3	0.517392	0.535872	0.544178	0.569137	0.582309	0.550906	0.255769230769231	1560	0.71	1
MSTRG.95681.4	0.513864	0.527764	0.537117	0.559212	0.568162	0.540882	0.794258373205742	627	0.82	1
MSTRG.95682.1	0.491115	0.480572	0.473157	0.469466	0.470035	0.302355	0.240713224368499	673	0.028	0
MSTRG.95683.3	0.49522	0.493737	0.501327	0.531916	0.560728	0.495861	0.205278592375367	1023	0.272	0
MSTRG.95683.5	0.498854	0.500066	0.510793	0.524865	0.553108	0.647922	0.336298932384342	562	0.834	1
MSTRG.95685.1	0.518015	0.538267	0.556377	0.582285	0.584917	0.479963	0.884979702300406	739	0.428	0
MSTRG.95685.2	0.518414	0.539583	0.563532	0.592515	0.596503	0.490583	0.921364985163205	674	0.382	0
MSTRG.95685.3	0.518039	0.538276	0.556688	0.581603	0.581962	0.472192	0.884979702300406	739	0.474	1
MSTRG.957.1	0.507814	0.516503	0.520321	0.540671	0.565664	0.447506	0.580246913580247	486	0.48	1
MSTRG.95711.1	0.502134	0.506383	0.524622	0.552582	0.592872	0.515431	0.750418760469012	1791	0.998	1
MSTRG.95717.1	0.503303	0.504821	0.495893	0.492772	0.499098	0.362595	0.3	720	0.056	0
MSTRG.95717.2	0.503303	0.504821	0.495893	0.492772	0.499098	0.362595	0.320474777448071	674	0.068	0
MSTRG.95717.3	0.503303	0.504821	0.495893	0.492772	0.499098	0.362595	0.346153846153846	624	0.062	0
MSTRG.95724.1	0.497519	0.497978	0.498467	0.481035	0.479325	0.320499	0.257016248153619	1354	0.056	0
MSTRG.95724.2	0.493285	0.486096	0.479066	0.46029	0.458749	0.355558	0.180052956751986	1133	0.006	0
MSTRG.95735.1	0.501531	0.504909	0.522346	0.552233	0.591964	0.487561	0.334167709637046	799	0.51	1
MSTRG.95736.1	0.509779	0.519779	0.529069	0.553029	0.562641	0.473622	0.183653209794838	3022	0.002	0
MSTRG.95736.2	0.509918	0.519901	0.530527	0.555947	0.567189	0.47318	0.45575959933222	1198	0.56	1
MSTRG.95742.1	0.512132	0.523447	0.500888	0.506495	0.510459	0.336308	0.545454545454545	231	0.062	0
MSTRG.95744.1	0.520818	0.545968	0.563591	0.639061	0.664781	0.58412	0.26431718061674	227	0.336	0
MSTRG.95750.1	0.498175	0.49705	0.50895	0.511943	0.529088	0.545307	0.878524945770065	461	0.722	1
MSTRG.95752.1	0.50128	0.507335	0.532852	0.560875	0.560278	0.477771	0.482558139534884	516	0.304	0
MSTRG.95765.1	0.518856	0.539213	0.584168	0.629047	0.638624	0.540992	0.640350877192982	684	0.286	0
MSTRG.95766.1	0.498944	0.498851	0.490575	0.469663	0.480279	0.457169	0.464566929133858	381	0.1	0
MSTRG.95767.1	0.516498	0.534135	0.537483	0.570276	0.58279	0.506356	0.386491557223265	1599	0.414	0
MSTRG.95767.2	0.516498	0.534135	0.537483	0.570276	0.58279	0.506356	0.385046728971963	1605	0.402	0
MSTRG.95767.3	0.516498	0.534135	0.537483	0.570276	0.58279	0.506356	0.430662020905923	1435	0.532	1
MSTRG.95768.1	0.512704	0.528138	0.540276	0.59409	0.630834	0.543714	0.675496688741722	302	0.344	0
MSTRG.95769.1	0.518792	0.538253	0.568537	0.591927	0.579978	0.449979	0.533980582524272	618	0.168	0
MSTRG.95769.2	0.518792	0.538253	0.568537	0.591927	0.579978	0.449979	0.533980582524272	618	0.168	0
MSTRG.95770.1	0.520798	0.541705	0.57368	0.624115	0.653257	0.597906	0.935146443514644	478	0.672	1
MSTRG.95772.1	0.512789	0.525863	0.565928	0.616797	0.643203	0.609346	0.947761194029851	402	0.712	1
MSTRG.95785.10	0.520479	0.539966	0.551473	0.600297	0.621228	0.577016	0.453658536585366	820	0.786	1
MSTRG.95785.12	0.520479	0.539966	0.551473	0.600297	0.621228	0.577016	0.442330558858502	841	0.78	1
MSTRG.95785.15	0.520479	0.539966	0.551473	0.600297	0.621228	0.577016	0.574961360123648	647	0.718	1
MSTRG.95785.16	0.520479	0.539966	0.551473	0.600297	0.621228	0.577016	0.458692971639951	811	0.782	1
MSTRG.95785.17	0.520479	0.539966	0.551473	0.600297	0.621228	0.577016	0.181021897810219	2055	0.012	0
MSTRG.95785.18	0.520479	0.539966	0.551473	0.600297	0.621228	0.577016	0.506811989100817	734	0.772	1
MSTRG.95785.19	0.520479	0.539966	0.551473	0.600297	0.621228	0.577016	0.186746987951807	1992	0.012	0
MSTRG.95785.20	0.520479	0.539966	0.551473	0.600297	0.621228	0.577016	0.550295857988166	676	0.738	1
MSTRG.95785.21	0.520479	0.539966	0.551473	0.600297	0.621228	0.577016	0.447653429602888	831	0.784	1
MSTRG.95785.5	0.520102	0.539465	0.548629	0.595462	0.616847	0.559975	0.589958158995816	717	0.566	1
MSTRG.95785.6	0.520102	0.539465	0.548629	0.595462	0.616847	0.559975	0.507194244604317	834	0.674	1
MSTRG.95785.9	0.520479	0.539966	0.551473	0.600297	0.621228	0.577016	0.373869346733668	995	0.528	1
MSTRG.95786.1	0.522571	0.54586	0.55483	0.589765	0.600664	0.528396	0.538011695906433	1026	0.494	1
MSTRG.95786.2	0.52222	0.545223	0.555084	0.591236	0.605056	0.536323	0.523570712136409	997	0.462	1
MSTRG.95787.1	0.495476	0.490034	0.505861	0.526336	0.549241	0.447832	0.478991596638655	595	0.348	0
MSTRG.95800.1	0.511332	0.524102	0.52008	0.546499	0.555453	0.400069	0.176782557454331	1697	0.004	0
MSTRG.95809.1	0.510493	0.523484	0.532575	0.551113	0.535804	0.44901	0.327702702702703	888	0.276	0
MSTRG.95810.1	0.518113	0.539988	0.552363	0.580659	0.594184	0.490638	0.681388012618297	317	0.12	0
MSTRG.95820.1	0.51427	0.532747	0.536611	0.556722	0.555952	0.43733	0.796992481203007	399	0.278	0
MSTRG.95823.1	0.51128	0.525533	0.517568	0.576371	0.672153	0.548524	0.136674259681093	439	0.03	0
MSTRG.95826.1	0.506846	0.513464	0.528562	0.527255	0.523638	0.271182	0.413385826771654	254	0.002	0
MSTRG.95827.1	0.509744	0.52123	0.562464	0.620552	0.663884	0.587439	0.946788990825688	545	0.768	1
MSTRG.9584.1	0.489244	0.479338	0.458617	0.425588	0.431066	0.406758	0.306282722513089	382	0.04	0
MSTRG.95842.1	0.511577	0.523035	0.549731	0.588591	0.625918	0.513126	0.146323347363209	4039	0.016	0
MSTRG.95844.1	0.490492	0.477692	0.471404	0.445403	0.439289	0.253046	0.304740406320542	443	0.004	0
MSTRG.95849.1	0.493174	0.481836	0.446582	0.445607	0.431374	0.35142	0.382608695652174	345	0.072	0
MSTRG.95857.1	0.488172	0.473938	0.485038	0.483043	0.506706	0.654065	0.326298701298701	616	0.664	1
MSTRG.95857.2	0.489044	0.475972	0.492325	0.489235	0.515464	0.68295	0.339393939393939	495	0.604	1
MSTRG.95858.1	0.487617	0.473315	0.454867	0.419782	0.413245	0.305578	0.336557059961315	517	0.012	0
MSTRG.95864.12	0.499294	0.501632	0.515613	0.535074	0.555093	0.461355	0.115830115830116	2331	0.012	0
MSTRG.95866.1	0.490787	0.479037	0.47728	0.451773	0.431522	0.335105	0.64963503649635	411	0.076	0
MSTRG.95867.1	0.512811	0.526549	0.527464	0.531794	0.525771	0.376751	0.369753497668221	1501	0.026	0
MSTRG.95867.2	0.512811	0.526549	0.527464	0.531794	0.525771	0.376751	0.368281353682814	1507	0.026	0
MSTRG.95867.3	0.512811	0.526549	0.527464	0.531794	0.525771	0.376751	0.396995708154506	1398	0.038	0
MSTRG.95867.4	0.512811	0.526549	0.527464	0.531794	0.525771	0.376751	0.391949152542373	1416	0.024	0
MSTRG.95867.5	0.512811	0.526549	0.527464	0.531794	0.525771	0.376751	0.413561847988077	1342	0.06	0
MSTRG.95867.6	0.512811	0.526549	0.527464	0.531794	0.525771	0.376751	0.418552036199095	1326	0.058	0
MSTRG.95867.7	0.512811	0.526549	0.527464	0.531794	0.525771	0.376751	0.398134863701578	1394	0.042	0
MSTRG.95867.8	0.512811	0.526549	0.527464	0.531794	0.525771	0.376751	0.422053231939163	1315	0.056	0
MSTRG.9587.1	0.516427	0.536608	0.555289	0.622626	0.671786	0.557416	0.182692307692308	1560	0.02	0
MSTRG.9587.4	0.516427	0.536608	0.555289	0.622626	0.671786	0.557416	0.2375	1200	0.466	1
MSTRG.9587.6	0.516427	0.536608	0.555289	0.622626	0.671786	0.557416	0.228	1250	0.41	0
MSTRG.9587.9	0.5136	0.529386	0.546388	0.605411	0.652603	0.572301	0.146078933880062	1951	0.03	0
MSTRG.95873.1	0.489906	0.479313	0.466014	0.442042	0.445038	0.346123	0.298882681564246	1074	0.184	0
MSTRG.95879.1	0.515206	0.531263	0.543899	0.588511	0.609304	0.586638	0.242016806722689	595	0.43	0
MSTRG.9588.1	0.522961	0.549034	0.61272	0.715363	0.790702	0.737505	0.15981308411215	2140	0.03	0
MSTRG.95881.1	0.50145	0.505543	0.520562	0.558079	0.609856	0.660259	0.533333333333333	360	0.864	1
MSTRG.95887.1	0.494488	0.489714	0.466974	0.452489	0.462848	0.450345	0.37037037037037	405	0.064	0
MSTRG.95889.1	0.483881	0.464345	0.434514	0.369111	0.332147	0.212289	0.164418212478921	1186	0	0
MSTRG.95890.1	0.499018	0.498479	0.514738	0.529503	0.556416	0.4845	0.961475409836066	1220	0.766	1
MSTRG.95893.1	0.503347	0.508609	0.510411	0.513799	0.523627	0.458108	0.182608695652174	1725	0.004	0
MSTRG.95893.2	0.503347	0.508609	0.510411	0.513799	0.523627	0.458108	0.195773772529521	1609	0.006	0
MSTRG.95893.3	0.506516	0.513425	0.533796	0.550796	0.58316	0.472283	0.403905447070915	973	0.36	0
MSTRG.95893.4	0.520916	0.539962	0.557602	0.590036	0.609249	0.478128	0.177033492822967	1254	0.014	0
MSTRG.95894.1	0.482479	0.460757	0.460903	0.455558	0.454688	0.270267	0.48582995951417	247	0.004	0
MSTRG.95897.1	0.516073	0.53532	0.548218	0.576302	0.576045	0.632238	0.262526464361327	1417	0.726	1
MSTRG.95897.2	0.516073	0.53532	0.548218	0.576302	0.576045	0.632238	0.276579925650558	1345	0.744	1
MSTRG.95900.1	0.513966	0.528988	0.550351	0.57531	0.581863	0.466131	0.973190348525469	373	0.276	0
MSTRG.95907.1	0.487206	0.470199	0.437559	0.407268	0.361818	0.154832	0.5	534	0.002	0
MSTRG.95908.1	0.51816	0.535047	0.552429	0.584798	0.558896	0.473516	0.563106796116505	309	0.104	0
MSTRG.95909.1	0.514261	0.531984	0.546519	0.570198	0.557977	0.440209	0.53384912959381	517	0.352	0
MSTRG.9591.1	0.499806	0.497626	0.499628	0.513561	0.55471	0.454701	0.329032258064516	465	0.218	0
MSTRG.95910.1	0.496908	0.493938	0.49437	0.504319	0.5148	0.370938	0.207446808510638	376	0.032	0
MSTRG.95910.3	0.483811	0.469418	0.463186	0.461706	0.460024	0.462497	0.139072847682119	1057	0.004	0
MSTRG.95910.4	0.474005	0.436618	0.435558	0.374782	0.307961	0.145986	0.0888382687927107	1317	0	0
MSTRG.95910.7	0.495829	0.488705	0.492423	0.500322	0.49584	0.446474	0.574468085106383	329	0.166	0
MSTRG.95912.1	0.496838	0.493619	0.495921	0.503594	0.538681	0.445871	0.950381679389313	262	0.216	0
MSTRG.95916.1	0.508625	0.517371	0.541493	0.569522	0.590532	0.481369	0.684466019417476	824	0.732	1
MSTRG.95917.1	0.492913	0.485354	0.489495	0.489855	0.496596	0.405719	0.154109589041096	1168	0.008	0
MSTRG.95918.1	0.503113	0.50853	0.533842	0.568226	0.607373	0.580118	0.586776859504132	1089	0.984	1
MSTRG.95918.3	0.503113	0.50853	0.533842	0.568226	0.607373	0.580118	0.588940092165899	1085	0.986	1
MSTRG.95918.4	0.503113	0.50853	0.533842	0.568226	0.607373	0.580118	0.588397790055249	1086	0.986	1
MSTRG.95918.5	0.503039	0.508443	0.53355	0.567189	0.608132	0.582894	0.58348623853211	1090	0.994	1
MSTRG.95918.6	0.503039	0.508443	0.53355	0.567189	0.608132	0.582894	0.585635359116022	1086	0.994	1
MSTRG.95930.1	0.517654	0.53574	0.539156	0.578644	0.587537	0.483274	0.851851851851852	405	0.322	0
MSTRG.95932.1	0.499496	0.503025	0.493204	0.494407	0.515457	0.446024	0.297297297297297	333	0.08	0
MSTRG.95933.1	0.495802	0.491067	0.495174	0.505421	0.511689	0.351638	0.147148988350705	1631	0.004	0
MSTRG.95933.2	0.511541	0.526701	0.508445	0.500742	0.469965	0.363507	0.406451612903226	465	0.136	0
MSTRG.95944.1	0.498675	0.497884	0.490972	0.501718	0.534014	0.429645	0.466507177033493	418	0.308	0
MSTRG.95944.2	0.503681	0.50992	0.506772	0.513039	0.525192	0.371635	0.360197368421053	608	0.134	0
MSTRG.95944.3	0.503679	0.510002	0.504765	0.508935	0.519849	0.376678	0.437383177570093	535	0.262	0
MSTRG.95948.1	0.516255	0.532877	0.542789	0.551909	0.545109	0.427841	0.33469387755102	735	0.092	0
MSTRG.95948.2	0.511107	0.523321	0.538922	0.561513	0.586656	0.664536	0.447140381282496	577	0.89	1
MSTRG.95948.3	0.512346	0.526418	0.544457	0.579635	0.592673	0.681526	0.506024096385542	498	0.902	1
MSTRG.95949.1	0.506928	0.511772	0.521488	0.506912	0.511784	0.376282	0.260869565217391	897	0.08	0
MSTRG.95953.1	0.494661	0.487855	0.485041	0.468219	0.458533	0.367609	0.681388012618297	317	0.044	0
MSTRG.95954.2	0.506968	0.515928	0.52039	0.545618	0.567287	0.415494	0.598404255319149	376	0.186	0
MSTRG.95954.5	0.49417	0.48739	0.467755	0.46238	0.468067	0.385198	0.499124343257443	571	0.378	0
MSTRG.95956.7	0.506604	0.518727	0.559167	0.64662	0.716699	0.658973	0.635910224438903	802	0.968	1
MSTRG.95957.2	0.509354	0.522394	0.533251	0.591646	0.634122	0.559486	0.89171974522293	471	0.78	1
MSTRG.95969.1	0.49936	0.498956	0.483355	0.465957	0.44523	0.319238	0.31810766721044	613	0.02	0
MSTRG.9597.1	0.509352	0.519131	0.532141	0.563783	0.571014	0.455928	0.829411764705882	850	0.51	1
MSTRG.95985.1	0.511983	0.524759	0.530405	0.527121	0.554633	0.428514	0.511363636363636	264	0.054	0
MSTRG.95988.1	0.49216	0.483735	0.491823	0.497241	0.519293	0.446528	0.712897526501767	2264	0.686	1
MSTRG.95989.1	0.51425	0.531319	0.538956	0.574797	0.607431	0.527227	0.43956043956044	546	0.52	1
MSTRG.95994.1	0.514565	0.529135	0.521522	0.530145	0.529796	0.369103	0.493548387096774	310	0.022	0
MSTRG.95997.1	0.489427	0.477706	0.460301	0.43466	0.416321	0.349637	0.174329501915709	1566	0	0
MSTRG.96000.1	0.490024	0.478507	0.460685	0.444662	0.412278	0.334606	0.120188531029065	1273	0.002	0
MSTRG.96001.1	0.495019	0.492507	0.49356	0.491678	0.523618	0.416751	0.169984686064319	1306	0.012	0
MSTRG.96008.1	0.509751	0.519189	0.507387	0.509364	0.502088	0.38819	0.56563245823389	419	0.17	0
MSTRG.96011.1	0.494245	0.485626	0.469671	0.422248	0.388532	0.305763	0.358208955223881	335	0.024	0
MSTRG.96019.1	0.500367	0.502433	0.498111	0.501461	0.504799	0.364772	0.578883495145631	824	0.306	0
MSTRG.96019.2	0.497463	0.495241	0.486973	0.481746	0.470825	0.323074	0.647279549718574	533	0.104	0
MSTRG.96019.3	0.493521	0.48633	0.451334	0.415099	0.373025	0.234095	0.205426356589147	774	0.002	0
MSTRG.96020.1	0.511094	0.523433	0.53293	0.551457	0.589699	0.507804	0.485370051635112	581	0.64	1
MSTRG.96022.1	0.51087	0.522992	0.525339	0.551122	0.558398	0.389198	0.107117521872783	4229	0	0
MSTRG.96022.2	0.51087	0.522992	0.525339	0.551122	0.558398	0.389198	0.221624266144814	2044	0.09	0
MSTRG.96026.1	0.510518	0.522884	0.522315	0.524495	0.530257	0.481872	0.701670644391408	419	0.312	0
MSTRG.96036.1	0.505779	0.513894	0.567717	0.633248	0.694893	0.827833	0.445644834571236	1481	1	1
MSTRG.96036.2	0.505779	0.513894	0.567717	0.633248	0.694893	0.827833	0.506912442396313	1302	0.996	1
MSTRG.96036.3	0.504718	0.510379	0.526791	0.568337	0.62193	0.774446	0.321340964840556	1223	0.996	1
MSTRG.96038.1	0.49497	0.483932	0.433628	0.368734	0.329325	0.203109	0.346666666666667	225	0.002	0
MSTRG.96042.1	0.493901	0.489562	0.473429	0.459077	0.439511	0.315346	0.303370786516854	356	0.036	0
MSTRG.96044.1	0.501511	0.505103	0.500333	0.491773	0.491429	0.346351	0.801526717557252	393	0.098	0
MSTRG.96062.1	0.501391	0.503867	0.505751	0.523053	0.545694	0.530051	0.169381107491857	921	0.018	0
MSTRG.96062.2	0.494578	0.489849	0.463332	0.450413	0.452234	0.336966	0.26417004048583	988	0.03	0
MSTRG.96069.1	0.490023	0.478855	0.472083	0.450075	0.427902	0.34375	0.974169741697417	271	0.144	0
MSTRG.96072.1	0.498148	0.498366	0.506337	0.515778	0.531495	0.472672	0.220657276995305	639	0.19	0
MSTRG.96074.1	0.510613	0.522252	0.518092	0.535768	0.536404	0.301003	0.507692307692308	325	0.006	0
MSTRG.96076.1	0.489887	0.477087	0.446193	0.437572	0.256514	0.011076	0.156	250	0	0
MSTRG.9608.1	0.509883	0.519774	0.511589	0.531909	0.536303	0.453686	0.603399433427762	1059	0.662	1
MSTRG.9608.2	0.510925	0.522431	0.523052	0.530977	0.5214	0.409924	0.577733199598796	997	0.558	1
MSTRG.96080.1	0.512415	0.52601	0.527456	0.560641	0.576894	0.501137	0.609314359637775	773	0.744	1
MSTRG.96080.2	0.512451	0.525916	0.532282	0.565224	0.578342	0.495025	0.697777777777778	675	0.586	1
MSTRG.96089.1	0.507269	0.503464	0.474491	0.416273	0.44032	0.426546	0.165137614678899	436	0.026	0
MSTRG.96101.1	0.489029	0.476093	0.466841	0.449682	0.441163	0.36128	0.260705289672544	794	0.036	0
MSTRG.96102.1	0.517083	0.538924	0.573869	0.631346	0.667851	0.596449	0.156357388316151	1746	0.072	0
MSTRG.96102.2	0.504484	0.510713	0.502278	0.516491	0.525673	0.359501	0.216494845360825	1067	0.048	0
MSTRG.96102.3	0.517083	0.538924	0.573869	0.631346	0.667851	0.596449	0.543824701195219	502	0.832	1
MSTRG.96107.1	0.506261	0.514052	0.539544	0.581909	0.622184	0.456891	0.690018039687312	3326	0.112	0
MSTRG.96107.2	0.506261	0.514052	0.539544	0.581909	0.622184	0.456891	0.797428769979152	2878	0.136	0
MSTRG.96108.1	0.514762	0.531936	0.594255	0.665504	0.713634	0.671555	0.137792103142627	2482	0.026	0
MSTRG.96111.1	0.498818	0.497381	0.524042	0.543009	0.549875	0.304863	0.50321199143469	1401	0	0
MSTRG.96111.2	0.498818	0.497381	0.524042	0.543009	0.549875	0.304863	0.484869325997249	1454	0	0
MSTRG.96119.1	0.517921	0.538263	0.55212	0.598354	0.615184	0.51494	0.364864864864865	222	0.116	0
MSTRG.96123.1	0.50666	0.514114	0.509573	0.488635	0.510936	0.418522	0.28	375	0.13	0
MSTRG.96124.1	0.495829	0.490015	0.491902	0.48929	0.50954	0.473105	0.100468854655057	1493	0.018	0
MSTRG.96124.2	0.495829	0.490015	0.491902	0.48929	0.50954	0.473105	0.212164073550212	707	0.11	0
MSTRG.96125.1	0.505939	0.504279	0.507471	0.456973	0.41881	0.128467	0.479744136460554	469	0.008	0
MSTRG.96127.1	0.497974	0.487739	0.467834	0.47501	0.466024	0.36126	0.130606860158311	758	0.004	0
MSTRG.96128.1	0.521344	0.54072	0.546471	0.601819	0.641464	0.551112	0.264900662251656	906	0.34	0
MSTRG.96129.1	0.505841	0.506567	0.512521	0.549045	0.606315	0.540483	0.0757575757575758	396	0.034	0
MSTRG.96132.1	0.505767	0.512577	0.514656	0.513208	0.514343	0.385834	0.5	270	0.056	0
MSTRG.96139.1	0.500191	0.501151	0.496482	0.495974	0.519482	0.44232	0.625250501002004	499	0.518	1
MSTRG.96147.1	0.500816	0.505085	0.502583	0.501447	0.502802	0.410611	0.747148288973384	526	0.758	1
MSTRG.9615.1	0.497744	0.494755	0.479139	0.460149	0.449624	0.399723	0.399049881235154	421	0.066	0
MSTRG.96155.1	0.494625	0.491321	0.470219	0.482797	0.496118	0.377184	0.234295415959253	589	0.084	0
MSTRG.96159.1	0.501507	0.499483	0.493126	0.486081	0.493414	0.39744	0.597457627118644	236	0.03	0
MSTRG.96160.1	0.521545	0.543671	0.560022	0.600496	0.625668	0.529532	0.975	320	0.326	0
MSTRG.96166.1	0.495492	0.490673	0.503583	0.512615	0.515904	0.48021	0.369767441860465	430	0.26	0
MSTRG.96168.1	0.515197	0.530908	0.56262	0.593614	0.603117	0.466071	0.872727272727273	550	0.364	0
MSTRG.96171.1	0.498873	0.498685	0.480114	0.456735	0.446772	0.267489	0.45993031358885	287	0.008	0
MSTRG.96172.1	0.49314	0.487774	0.480554	0.471028	0.497505	0.441689	0.387387387387387	333	0.132	0
MSTRG.96173.1	0.497516	0.495998	0.498554	0.512805	0.534012	0.386166	0.242476354256234	1163	0.102	0
MSTRG.96181.1	0.519008	0.539428	0.555771	0.585878	0.587441	0.482691	0.432343234323432	909	0.41	0
MSTRG.96182.1	0.519411	0.539667	0.546127	0.578451	0.593527	0.489509	0.501193317422434	2095	0.494	1
MSTRG.96184.1	0.51012	0.518712	0.523737	0.544708	0.539007	0.477555	0.695652173913043	207	0.12	0
MSTRG.96188.1	0.522942	0.545567	0.550604	0.606105	0.643758	0.53013	0.631578947368421	399	0.334	0
MSTRG.96193.1	0.498041	0.499295	0.524716	0.567501	0.609505	0.424333	0.471014492753623	414	0.104	0
MSTRG.96204.1	0.507085	0.516816	0.497512	0.496459	0.491182	0.337476	0.581787521079258	593	0.26	0
MSTRG.96207.1	0.518224	0.53491	0.542816	0.557731	0.567992	0.490503	0.9375	640	0.498	1
MSTRG.96207.2	0.519099	0.537071	0.550922	0.574043	0.599888	0.559663	0.920300751879699	665	0.706	1
MSTRG.96207.3	0.517152	0.53252	0.535766	0.536682	0.540096	0.465349	0.931034482758621	580	0.422	0
MSTRG.96207.4	0.516373	0.531367	0.540553	0.552654	0.557134	0.474616	0.926701570680628	573	0.438	0
MSTRG.96208.1	0.514179	0.530453	0.523523	0.537663	0.550032	0.473763	0.431164901664145	661	0.322	0
MSTRG.96209.1	0.501667	0.504217	0.52791	0.558259	0.588296	0.525108	0.952741020793951	1058	0.876	1
MSTRG.9621.1	0.497504	0.49302	0.481771	0.460017	0.440677	0.306996	0.903614457831325	332	0.062	0
MSTRG.96210.1	0.516229	0.532305	0.53497	0.572185	0.603512	0.446164	0.509049773755656	442	0.272	0
MSTRG.96211.1	0.51278	0.527814	0.540341	0.553076	0.520494	0.450481	0.292263610315186	698	0.064	0
MSTRG.96211.2	0.51278	0.527814	0.540341	0.553076	0.520494	0.450481	0.284916201117318	716	0.068	0
MSTRG.96221.1	0.519047	0.540042	0.537197	0.56226	0.553086	0.419857	0.957798165137615	545	0.268	0
MSTRG.96222.1	0.510225	0.520022	0.508136	0.502665	0.502838	0.303432	0.672597864768683	281	0.02	0
MSTRG.96224.1	0.516117	0.532924	0.538967	0.565259	0.560063	0.494201	0.52970297029703	606	0.67	1
MSTRG.96230.1	0.509337	0.518647	0.534234	0.568299	0.594306	0.558254	0.66815144766147	449	0.712	1
MSTRG.96233.1	0.504826	0.510342	0.514496	0.541659	0.570247	0.620329	0.276978417266187	1668	0.866	1
MSTRG.96233.2	0.495386	0.490595	0.489186	0.514928	0.545457	0.673273	0.518248175182482	411	0.856	1
MSTRG.96239.1	0.507378	0.515463	0.551059	0.596906	0.655487	0.802059	0.268700787401575	2032	0.988	1
MSTRG.96239.2	0.507242	0.515116	0.548478	0.594999	0.654126	0.780323	0.317669172932331	1596	0.982	1
MSTRG.96239.3	0.499184	0.497305	0.479717	0.460935	0.445479	0.253164	0.395121951219512	820	0.008	0
MSTRG.96241.1	0.496745	0.496078	0.480475	0.475248	0.483801	0.406448	0.288157894736842	760	0.108	0
MSTRG.96242.1	0.493567	0.488044	0.501958	0.510063	0.533755	0.461038	0.635490394337715	1978	0.68	1
MSTRG.96247.1	0.512618	0.52777	0.559507	0.586785	0.589424	0.459432	1	579	0.952	1
MSTRG.96261.1	0.510387	0.523789	0.533526	0.557542	0.583768	0.482359	0.248684210526316	760	0.102	0
MSTRG.96262.1	0.492643	0.489727	0.469835	0.431686	0.406819	0.350223	0.342019543973941	307	0.028	0
MSTRG.96263.1	0.495045	0.489694	0.474564	0.477392	0.462872	0.373803	0.310344827586207	435	0.076	0
MSTRG.96264.1	0.498669	0.499219	0.494886	0.484613	0.47827	0.357596	0.437340153452685	391	0.084	0
MSTRG.96282.1	0.503429	0.509075	0.532223	0.570808	0.626639	0.787336	0.850446428571429	448	0.972	1
MSTRG.96289.1	0.52222	0.545103	0.567127	0.629129	0.692761	0.657938	0.469565217391304	460	0.918	1
MSTRG.96292.1	0.501722	0.502606	0.501496	0.514331	0.520298	0.411155	0.217993079584775	578	0.064	0
MSTRG.96294.1	0.500173	0.5044	0.516988	0.549337	0.598428	0.525458	0.853080568720379	211	0.26	0
MSTRG.96299.1	0.493429	0.486088	0.480935	0.476551	0.463226	0.466913	0.308248914616498	691	0.146	0
MSTRG.9631.1	0.492323	0.483039	0.471717	0.454819	0.450191	0.253444	0.224598930481283	748	0.006	0
