              Seq predicted  prediction
   MSTRG.121192.1  1:lncRNA       0.863
   MSTRG.121198.1  1:lncRNA       0.852
   MSTRG.121198.2  1:lncRNA       0.852
   MSTRG.121198.3  1:lncRNA       0.852
   MSTRG.121201.6  1:lncRNA       0.852
   MSTRG.121201.7  1:lncRNA       0.852
   MSTRG.121201.8  1:lncRNA       0.852
   MSTRG.121212.2  1:lncRNA       0.852
   MSTRG.121213.1  1:lncRNA       0.782
   MSTRG.121214.1  1:lncRNA       0.863
   MSTRG.121218.1  1:lncRNA       0.852
   MSTRG.121228.1  1:lncRNA       0.852
   MSTRG.121228.2  1:lncRNA       0.852
   MSTRG.121236.1    2:mRNA       0.596
   MSTRG.121236.2    2:mRNA       0.596
   MSTRG.121236.3    2:mRNA       0.596
   MSTRG.121236.4    2:mRNA       0.596
   MSTRG.121236.5    2:mRNA       0.596
   MSTRG.121236.6  1:lncRNA       0.697
   MSTRG.121255.1  1:lncRNA       0.852
   MSTRG.121255.2  1:lncRNA       0.852
   MSTRG.121256.1  1:lncRNA       0.863
   MSTRG.121261.1  1:lncRNA       0.863
   MSTRG.121262.1  1:lncRNA       0.782
   MSTRG.121265.1  1:lncRNA       0.852
   MSTRG.121268.1  1:lncRNA       0.863
   MSTRG.121269.1  1:lncRNA       0.852
   MSTRG.121274.1  1:lncRNA       0.852
   MSTRG.121275.1    2:mRNA       1.000
   MSTRG.121277.1  1:lncRNA       0.852
   MSTRG.121284.1  1:lncRNA       0.863
   MSTRG.121287.1  1:lncRNA       0.852
   MSTRG.121287.2    2:mRNA       0.596
   MSTRG.121287.3  1:lncRNA       0.852
   MSTRG.121290.1  1:lncRNA       0.852
   MSTRG.121297.1  1:lncRNA       0.863
   MSTRG.121298.1  1:lncRNA       0.852
   MSTRG.121298.2  1:lncRNA       0.863
   MSTRG.121302.1  1:lncRNA       0.863
   MSTRG.121306.1    2:mRNA       1.000
   MSTRG.121307.1  1:lncRNA       0.852
   MSTRG.121310.1  1:lncRNA       0.863
   MSTRG.121313.1  1:lncRNA       0.852
   MSTRG.121331.1  1:lncRNA       0.852
   MSTRG.121332.1    2:mRNA       1.000
   MSTRG.121332.2  1:lncRNA       0.782
   MSTRG.121332.3    2:mRNA       1.000
   MSTRG.121332.4    2:mRNA       1.000
   MSTRG.121335.1  1:lncRNA       0.863
   MSTRG.121338.1  1:lncRNA       0.863
   MSTRG.121348.1    2:mRNA       1.000
   MSTRG.121350.1  1:lncRNA       0.863
   MSTRG.121355.1    2:mRNA       1.000
   MSTRG.121360.1    2:mRNA       1.000
   MSTRG.121378.1  1:lncRNA       0.852
   MSTRG.121378.2  1:lncRNA       0.852
   MSTRG.121379.1  1:lncRNA       0.863
   MSTRG.121386.1    2:mRNA       1.000
   MSTRG.121389.1  1:lncRNA       0.852
   MSTRG.121393.1    2:mRNA       0.596
   MSTRG.121393.2    2:mRNA       0.596
   MSTRG.121398.1  1:lncRNA       0.863
   MSTRG.121399.1    2:mRNA       1.000
   MSTRG.121403.1  1:lncRNA       0.863
   MSTRG.121407.1  1:lncRNA       0.852
   MSTRG.121410.1    2:mRNA       1.000
   MSTRG.121417.1    2:mRNA       1.000
   MSTRG.121420.1    2:mRNA       0.596
   MSTRG.121420.2  1:lncRNA       0.852
   MSTRG.121420.3  1:lncRNA       0.852
   MSTRG.121420.4    2:mRNA       0.596
   MSTRG.121420.5    2:mRNA       0.596
  MSTRG.121424.11  1:lncRNA       0.852
  MSTRG.121424.12    2:mRNA       1.000
   MSTRG.121429.1  1:lncRNA       0.852
   MSTRG.121429.2    2:mRNA       0.596
   MSTRG.121429.3    2:mRNA       1.000
   MSTRG.121429.4  1:lncRNA       0.852
   MSTRG.121446.1    2:mRNA       1.000
   MSTRG.121454.1  1:lncRNA       0.863
   MSTRG.121455.1    2:mRNA       0.596
   MSTRG.121455.2    2:mRNA       1.000
   MSTRG.121456.1    2:mRNA       1.000
   MSTRG.121456.2    2:mRNA       1.000
   MSTRG.121467.1    2:mRNA       1.000
   MSTRG.121467.2    2:mRNA       1.000
   MSTRG.121467.3    2:mRNA       1.000
   MSTRG.121467.4    2:mRNA       1.000
   MSTRG.121467.5    2:mRNA       1.000
   MSTRG.121467.6    2:mRNA       1.000
   MSTRG.121467.7  1:lncRNA       0.852
   MSTRG.121467.8    2:mRNA       1.000
   MSTRG.121470.1  1:lncRNA       0.782
   MSTRG.121470.2  1:lncRNA       0.782
   MSTRG.121470.3  1:lncRNA       0.852
   MSTRG.121470.4  1:lncRNA       0.852
   MSTRG.121479.1  1:lncRNA       0.852
   MSTRG.121484.1  1:lncRNA       0.863
   MSTRG.121493.1    2:mRNA       1.000
   MSTRG.121493.2    2:mRNA       1.000
   MSTRG.121496.1  1:lncRNA       0.852
   MSTRG.121496.2  1:lncRNA       0.852
   MSTRG.121496.3  1:lncRNA       0.852
   MSTRG.121496.4  1:lncRNA       0.852
   MSTRG.121507.1  1:lncRNA       0.852
   MSTRG.121509.1  1:lncRNA       0.863
   MSTRG.121510.1  1:lncRNA       0.852
   MSTRG.121519.1    2:mRNA       1.000
   MSTRG.121522.1  1:lncRNA       0.863
   MSTRG.121523.1  1:lncRNA       0.852
   MSTRG.121525.1  1:lncRNA       0.852
   MSTRG.121530.1  1:lncRNA       0.782
   MSTRG.121535.1  1:lncRNA       0.852
   MSTRG.121536.1    2:mRNA       1.000
   MSTRG.121542.1    2:mRNA       1.000
   MSTRG.121551.1  1:lncRNA       0.852
   MSTRG.121551.2    2:mRNA       1.000
   MSTRG.121556.1    2:mRNA       1.000
   MSTRG.121558.1  1:lncRNA       0.852
   MSTRG.121559.1  1:lncRNA       0.782
   MSTRG.121560.1  1:lncRNA       0.863
   MSTRG.121562.1  1:lncRNA       0.852
   MSTRG.121562.2    2:mRNA       1.000
   MSTRG.121562.3  1:lncRNA       0.782
   MSTRG.121562.4  1:lncRNA       0.852
   MSTRG.121562.5    2:mRNA       1.000
   MSTRG.121563.2    2:mRNA       1.000
   MSTRG.121567.1    2:mRNA       0.596
   MSTRG.121568.1  1:lncRNA       0.782
   MSTRG.121568.2    2:mRNA       0.596
   MSTRG.121569.1  1:lncRNA       0.782
   MSTRG.121569.2  1:lncRNA       0.782
   MSTRG.121570.1    2:mRNA       0.596
   MSTRG.121570.2  1:lncRNA       0.852
   MSTRG.121570.3  1:lncRNA       0.852
   MSTRG.121570.4    2:mRNA       0.596
   MSTRG.121571.1  1:lncRNA       0.852
   MSTRG.121571.2  1:lncRNA       0.852
   MSTRG.121571.3  1:lncRNA       0.852
   MSTRG.121578.1  1:lncRNA       0.852
   MSTRG.121595.1  1:lncRNA       0.863
   MSTRG.121614.1  1:lncRNA       0.852
   MSTRG.121614.2  1:lncRNA       0.782
   MSTRG.121617.1  1:lncRNA       0.863
   MSTRG.121620.1  1:lncRNA       0.863
   MSTRG.121621.1  1:lncRNA       0.863
   MSTRG.121623.1    2:mRNA       0.596
   MSTRG.121623.2    2:mRNA       0.596
   MSTRG.121623.3    2:mRNA       0.596
   MSTRG.121623.4    2:mRNA       0.596
   MSTRG.121623.5    2:mRNA       0.596
   MSTRG.121623.6    2:mRNA       0.596
   MSTRG.121627.1  1:lncRNA       0.863
   MSTRG.121629.1  1:lncRNA       0.852
   MSTRG.121634.1    2:mRNA       1.000
   MSTRG.121635.1    2:mRNA       1.000
   MSTRG.121637.1    2:mRNA       1.000
   MSTRG.121637.2    2:mRNA       1.000
   MSTRG.121654.1    2:mRNA       0.596
   MSTRG.121655.1  1:lncRNA       0.852
   MSTRG.121660.1    2:mRNA       1.000
   MSTRG.121665.1  1:lncRNA       0.852
   MSTRG.121666.1  1:lncRNA       0.825
   MSTRG.121666.2  1:lncRNA       0.825
   MSTRG.121666.3  1:lncRNA       0.825
   MSTRG.121667.1  1:lncRNA       0.852
   MSTRG.121668.1  1:lncRNA       0.852
   MSTRG.121670.1  1:lncRNA       0.852
   MSTRG.121677.1  1:lncRNA       0.863
   MSTRG.121681.1    2:mRNA       0.596
   MSTRG.121681.2    2:mRNA       0.596
   MSTRG.121687.1  1:lncRNA       0.863
   MSTRG.121696.1    2:mRNA       0.596
   MSTRG.121696.2  1:lncRNA       0.852
   MSTRG.121696.3  1:lncRNA       0.852
   MSTRG.121696.4  1:lncRNA       0.852
   MSTRG.121696.5  1:lncRNA       0.852
   MSTRG.121696.6  1:lncRNA       0.955
   MSTRG.121696.7  1:lncRNA       0.955
   MSTRG.121696.8  1:lncRNA       0.852
  MSTRG.121696.10    2:mRNA       0.596
   MSTRG.121696.9  1:lncRNA       0.852
  MSTRG.121696.11    2:mRNA       0.596
  MSTRG.121696.12  1:lncRNA       0.852
  MSTRG.121696.13  1:lncRNA       0.852
   MSTRG.121697.1  1:lncRNA       0.852
   MSTRG.121697.2  1:lncRNA       0.852
   MSTRG.121697.3  1:lncRNA       0.852
   MSTRG.121697.4  1:lncRNA       0.852
   MSTRG.121702.1  1:lncRNA       0.852
   MSTRG.121703.1  1:lncRNA       0.852
   MSTRG.121704.1  1:lncRNA       0.852
   MSTRG.121704.2  1:lncRNA       0.852
   MSTRG.121705.1  1:lncRNA       0.863
   MSTRG.121707.1    2:mRNA       1.000
   MSTRG.121711.1  1:lncRNA       0.852
   MSTRG.121723.1  1:lncRNA       0.852
   MSTRG.121723.2  1:lncRNA       0.852
   MSTRG.121732.1    2:mRNA       1.000
   MSTRG.121733.1  1:lncRNA       0.852
   MSTRG.121735.1    2:mRNA       0.596
   MSTRG.121753.1  1:lncRNA       0.863
   MSTRG.121760.1  1:lncRNA       0.863
   MSTRG.121771.1  1:lncRNA       0.863
   MSTRG.121772.1    2:mRNA       1.000
   MSTRG.121781.1  1:lncRNA       0.852
   MSTRG.121783.1  1:lncRNA       0.863
   MSTRG.121791.1    2:mRNA       1.000
   MSTRG.121792.1  1:lncRNA       0.863
   MSTRG.121797.1  1:lncRNA       0.760
   MSTRG.121797.2  1:lncRNA       0.697
   MSTRG.121798.1  1:lncRNA       0.852
   MSTRG.121799.1  1:lncRNA       0.852
   MSTRG.121814.1  1:lncRNA       0.863
   MSTRG.121818.1  1:lncRNA       0.863
   MSTRG.121819.1    2:mRNA       1.000
   MSTRG.121819.2    2:mRNA       1.000
   MSTRG.121819.3    2:mRNA       1.000
   MSTRG.121824.1  1:lncRNA       0.852
   MSTRG.121833.1  1:lncRNA       0.863
   MSTRG.121834.1  1:lncRNA       0.852
   MSTRG.121837.1  1:lncRNA       0.852
   MSTRG.121839.1  1:lncRNA       0.863
   MSTRG.121840.1    2:mRNA       1.000
   MSTRG.121841.1    2:mRNA       1.000
   MSTRG.121842.1  1:lncRNA       0.852
   MSTRG.121846.1  1:lncRNA       0.863
   MSTRG.121850.1  1:lncRNA       0.852
   MSTRG.121850.2  1:lncRNA       0.852
   MSTRG.121850.3  1:lncRNA       0.852
   MSTRG.121850.4  1:lncRNA       0.929
   MSTRG.121853.1  1:lncRNA       0.852
   MSTRG.121853.2  1:lncRNA       0.863
   MSTRG.121862.1    2:mRNA       1.000
   MSTRG.121862.2    2:mRNA       1.000
   MSTRG.121873.1  1:lncRNA       0.763
  MSTRG.121872.12  1:lncRNA       0.852
   MSTRG.121876.1    2:mRNA       0.596
   MSTRG.121883.1    2:mRNA       1.000
   MSTRG.121883.2    2:mRNA       1.000
   MSTRG.121883.3    2:mRNA       1.000
   MSTRG.121883.4    2:mRNA       1.000
   MSTRG.121903.1  1:lncRNA       0.863
   MSTRG.121903.2  1:lncRNA       0.863
   MSTRG.121903.3  1:lncRNA       0.863
   MSTRG.121907.1    2:mRNA       0.596
   MSTRG.121907.2  1:lncRNA       0.760
   MSTRG.121907.3    2:mRNA       0.596
   MSTRG.121907.4  1:lncRNA       0.760
   MSTRG.121907.5  1:lncRNA       0.760
   MSTRG.121907.6    2:mRNA       0.596
   MSTRG.121907.7    2:mRNA       1.000
   MSTRG.121919.1  1:lncRNA       0.863
   MSTRG.121926.1  1:lncRNA       0.852
   MSTRG.121930.1  1:lncRNA       0.863
   MSTRG.121931.1  1:lncRNA       0.863
   MSTRG.121932.1    2:mRNA       1.000
   MSTRG.121933.1  1:lncRNA       0.852
   MSTRG.121933.2  1:lncRNA       0.852
   MSTRG.121937.1  1:lncRNA       0.863
   MSTRG.121947.6    2:mRNA       0.596
   MSTRG.121950.1  1:lncRNA       0.852
   MSTRG.121955.1  1:lncRNA       0.852
   MSTRG.121970.1  1:lncRNA       0.863
   MSTRG.121971.1    2:mRNA       1.000
   MSTRG.121983.1  1:lncRNA       0.852
   MSTRG.121992.1  1:lncRNA       0.863
   MSTRG.121998.1  1:lncRNA       0.863
   MSTRG.122002.1  1:lncRNA       0.852
   MSTRG.122002.2  1:lncRNA       0.852
   MSTRG.122003.1  1:lncRNA       0.863
   MSTRG.122006.1  1:lncRNA       0.852
   MSTRG.122006.2  1:lncRNA       0.852
   MSTRG.122006.3  1:lncRNA       0.852
   MSTRG.122007.1  1:lncRNA       0.863
   MSTRG.122009.1  1:lncRNA       0.760
   MSTRG.122010.1    2:mRNA       1.000
   MSTRG.122015.1  1:lncRNA       0.863
   MSTRG.122019.1  1:lncRNA       0.863
   MSTRG.122025.1  1:lncRNA       0.852
   MSTRG.122029.1  1:lncRNA       0.863
   MSTRG.122048.1    2:mRNA       1.000
   MSTRG.122048.2    2:mRNA       1.000
   MSTRG.122048.3    2:mRNA       1.000
   MSTRG.122048.4    2:mRNA       1.000
   MSTRG.122048.5    2:mRNA       1.000
   MSTRG.122055.1  1:lncRNA       0.863
   MSTRG.122060.1    2:mRNA       1.000
   MSTRG.122060.2    2:mRNA       1.000
   MSTRG.122060.3    2:mRNA       1.000
   MSTRG.122061.1    2:mRNA       1.000
   MSTRG.122061.2    2:mRNA       1.000
   MSTRG.122061.3    2:mRNA       1.000
   MSTRG.122060.4    2:mRNA       1.000
   MSTRG.122060.5  1:lncRNA       0.863
   MSTRG.122070.1  1:lncRNA       0.863
   MSTRG.122072.1  1:lncRNA       0.782
   MSTRG.122075.1    2:mRNA       1.000
   MSTRG.122076.1    2:mRNA       1.000
   MSTRG.122093.4  1:lncRNA       0.697
   MSTRG.122093.1    2:mRNA       0.596
   MSTRG.122093.2    2:mRNA       0.596
   MSTRG.122093.3    2:mRNA       0.596
   MSTRG.122093.5    2:mRNA       0.596
   MSTRG.122093.6    2:mRNA       0.596
   MSTRG.122093.7    2:mRNA       0.596
   MSTRG.122094.1  1:lncRNA       0.697
   MSTRG.122101.1  1:lncRNA       0.852
   MSTRG.122106.1  1:lncRNA       0.863
   MSTRG.122107.1  1:lncRNA       0.852
   MSTRG.122128.1    2:mRNA       1.000
   MSTRG.122139.1    2:mRNA       1.000
   MSTRG.122162.1  1:lncRNA       0.852
   MSTRG.122162.2  1:lncRNA       0.852
   MSTRG.122170.1    2:mRNA       1.000
   MSTRG.122176.1    2:mRNA       1.000
   MSTRG.122176.2  1:lncRNA       0.852
   MSTRG.122176.3  1:lncRNA       0.782
   MSTRG.122181.1  1:lncRNA       0.863
   MSTRG.122202.1    2:mRNA       1.000
   MSTRG.122205.1    2:mRNA       1.000
   MSTRG.122205.2    2:mRNA       1.000
   MSTRG.122211.1    2:mRNA       1.000
   MSTRG.122213.1  1:lncRNA       0.852
   MSTRG.122215.1  1:lncRNA       0.852
   MSTRG.122215.2  1:lncRNA       0.852
   MSTRG.122227.1  1:lncRNA       0.852
   MSTRG.122228.1  1:lncRNA       0.852
   MSTRG.122228.2  1:lncRNA       0.852
   MSTRG.122229.1  1:lncRNA       0.852
   MSTRG.122232.1  1:lncRNA       0.852
   MSTRG.122242.1  1:lncRNA       0.852
   MSTRG.122242.2    2:mRNA       1.000
   MSTRG.122242.3  1:lncRNA       0.852
   MSTRG.122243.1    2:mRNA       1.000
   MSTRG.122243.2    2:mRNA       1.000
   MSTRG.122244.1  1:lncRNA       0.852
   MSTRG.122246.1    2:mRNA       1.000
   MSTRG.122248.1    2:mRNA       1.000
   MSTRG.122248.2    2:mRNA       1.000
   MSTRG.122249.1  1:lncRNA       0.863
   MSTRG.122250.1  1:lncRNA       0.863
   MSTRG.122251.1    2:mRNA       0.596
   MSTRG.122251.2    2:mRNA       0.596
   MSTRG.122251.4    2:mRNA       0.596
   MSTRG.122251.3    2:mRNA       0.596
   MSTRG.122251.5    2:mRNA       0.596
   MSTRG.122251.6    2:mRNA       0.596
   MSTRG.122251.7  1:lncRNA       0.852
   MSTRG.122256.1    2:mRNA       1.000
   MSTRG.122261.1  1:lncRNA       0.863
   MSTRG.122271.1    2:mRNA       1.000
   MSTRG.122271.2  1:lncRNA       0.852
   MSTRG.122281.1  1:lncRNA       0.863
   MSTRG.122289.1  1:lncRNA       0.852
   MSTRG.122304.1  1:lncRNA       0.852
   MSTRG.122304.2  1:lncRNA       0.852
   MSTRG.122305.1    2:mRNA       1.000
   MSTRG.122306.1  1:lncRNA       0.863
   MSTRG.122309.1  1:lncRNA       0.852
   MSTRG.122310.1  1:lncRNA       0.852
   MSTRG.122317.1  1:lncRNA       0.782
   MSTRG.122324.1  1:lncRNA       0.852
   MSTRG.122324.2  1:lncRNA       0.852
   MSTRG.122327.1  1:lncRNA       0.863
   MSTRG.122328.1  1:lncRNA       0.697
   MSTRG.122328.2  1:lncRNA       0.852
   MSTRG.122329.1    2:mRNA       1.000
   MSTRG.122329.2    2:mRNA       1.000
   MSTRG.122329.3    2:mRNA       1.000
   MSTRG.122338.1    2:mRNA       0.596
   MSTRG.122348.1  1:lncRNA       0.852
   MSTRG.122356.1  1:lncRNA       0.863
   MSTRG.122363.1    2:mRNA       1.000
   MSTRG.122363.2    2:mRNA       1.000
   MSTRG.122372.1  1:lncRNA       0.863
   MSTRG.122376.1  1:lncRNA       0.863
   MSTRG.122377.1  1:lncRNA       0.863
   MSTRG.122405.5  1:lncRNA       0.852
   MSTRG.122430.1  1:lncRNA       0.852
   MSTRG.122431.6  1:lncRNA       0.852
   MSTRG.122431.7  1:lncRNA       0.852
   MSTRG.122431.8    2:mRNA       1.000
   MSTRG.122431.9    2:mRNA       1.000
   MSTRG.122439.1  1:lncRNA       0.852
   MSTRG.122443.1  1:lncRNA       0.863
   MSTRG.122447.1  1:lncRNA       0.852
   MSTRG.122469.1  1:lncRNA       0.852
   MSTRG.122475.1    2:mRNA       1.000
   MSTRG.122485.1    2:mRNA       1.000
   MSTRG.122495.1    2:mRNA       1.000
   MSTRG.122495.2    2:mRNA       1.000
   MSTRG.122495.3  1:lncRNA       0.852
   MSTRG.122506.1  1:lncRNA       0.852
   MSTRG.122511.1  1:lncRNA       0.852
   MSTRG.122516.1    2:mRNA       1.000
   MSTRG.122525.1  1:lncRNA       0.782
   MSTRG.122541.1  1:lncRNA       0.852
   MSTRG.122542.1  1:lncRNA       0.782
   MSTRG.122549.1  1:lncRNA       0.852
   MSTRG.122561.1  1:lncRNA       0.863
   MSTRG.122573.1  1:lncRNA       0.852
   MSTRG.122593.1  1:lncRNA       0.852
   MSTRG.122597.1  1:lncRNA       0.852
   MSTRG.122604.1  1:lncRNA       0.863
   MSTRG.122610.1  1:lncRNA       0.852
   MSTRG.122616.1  1:lncRNA       0.863
   MSTRG.122617.1    2:mRNA       0.596
   MSTRG.122617.2  1:lncRNA       0.782
   MSTRG.122621.1  1:lncRNA       0.852
   MSTRG.122621.2  1:lncRNA       0.782
   MSTRG.122623.1  1:lncRNA       0.863
   MSTRG.122626.1  1:lncRNA       0.852
   MSTRG.122626.2  1:lncRNA       0.852
   MSTRG.122628.1  1:lncRNA       0.863
  MSTRG.122627.52    2:mRNA       1.000
   MSTRG.122643.1  1:lncRNA       0.852
   MSTRG.122643.2  1:lncRNA       0.852
   MSTRG.122644.1  1:lncRNA       0.852
   MSTRG.122655.1  1:lncRNA       0.863
   MSTRG.122660.1  1:lncRNA       0.863
   MSTRG.122668.1  1:lncRNA       0.863
  MSTRG.122673.21  1:lncRNA       0.852
  MSTRG.122673.22  1:lncRNA       0.697
   MSTRG.122675.1  1:lncRNA       0.863
   MSTRG.122676.1  1:lncRNA       0.852
   MSTRG.122677.1  1:lncRNA       0.852
   MSTRG.122679.1    2:mRNA       0.596
   MSTRG.122679.2    2:mRNA       0.596
   MSTRG.122679.3    2:mRNA       1.000
   MSTRG.122679.4    2:mRNA       1.000
   MSTRG.122680.7  1:lncRNA       0.782
   MSTRG.122681.1    2:mRNA       1.000
   MSTRG.122683.1  1:lncRNA       0.863
   MSTRG.122705.1  1:lncRNA       0.863
   MSTRG.122708.1    2:mRNA       1.000
   MSTRG.122709.1    2:mRNA       0.596
   MSTRG.122712.1  1:lncRNA       0.852
   MSTRG.122712.2    2:mRNA       1.000
   MSTRG.122717.1  1:lncRNA       0.863
   MSTRG.122719.1  1:lncRNA       0.852
   MSTRG.122720.1    2:mRNA       1.000
   MSTRG.122730.1  1:lncRNA       0.782
   MSTRG.122746.1  1:lncRNA       0.852
   MSTRG.122752.1    2:mRNA       1.000
   MSTRG.122752.2  1:lncRNA       0.825
   MSTRG.122752.3    2:mRNA       1.000
   MSTRG.122753.1  1:lncRNA       0.852
   MSTRG.122760.1  1:lncRNA       0.852
   MSTRG.122761.1  1:lncRNA       0.863
   MSTRG.122763.1    2:mRNA       1.000
   MSTRG.122763.2  1:lncRNA       0.852
   MSTRG.122770.1  1:lncRNA       0.852
   MSTRG.122770.2  1:lncRNA       0.852
   MSTRG.122775.1  1:lncRNA       0.852
   MSTRG.122775.2  1:lncRNA       0.852
   MSTRG.122777.1  1:lncRNA       0.863
   MSTRG.122779.1  1:lncRNA       0.863
   MSTRG.122792.1  1:lncRNA       0.863
   MSTRG.122801.1  1:lncRNA       0.852
   MSTRG.122805.1    2:mRNA       1.000
   MSTRG.122807.1  1:lncRNA       0.852
   MSTRG.122830.1  1:lncRNA       0.760
   MSTRG.122830.2  1:lncRNA       0.760
   MSTRG.122830.3  1:lncRNA       0.760
   MSTRG.122830.4  1:lncRNA       0.760
   MSTRG.122830.5  1:lncRNA       0.760
   MSTRG.122830.6  1:lncRNA       0.760
   MSTRG.122830.7  1:lncRNA       0.852
   MSTRG.122830.8  1:lncRNA       0.760
   MSTRG.122832.1  1:lncRNA       0.852
   MSTRG.122832.2  1:lncRNA       0.852
   MSTRG.122832.3  1:lncRNA       0.852
   MSTRG.122834.1    2:mRNA       0.596
   MSTRG.122837.1    2:mRNA       1.000
   MSTRG.122843.1  1:lncRNA       0.852
   MSTRG.122843.3  1:lncRNA       0.852
   MSTRG.122843.5  1:lncRNA       0.852
   MSTRG.122843.4    2:mRNA       0.596
   MSTRG.122844.1  1:lncRNA       0.852
   MSTRG.122846.1  1:lncRNA       0.852
   MSTRG.122847.1  1:lncRNA       0.697
   MSTRG.122847.2  1:lncRNA       0.852
   MSTRG.122853.1  1:lncRNA       0.863
   MSTRG.122854.1  1:lncRNA       0.852
   MSTRG.122854.2  1:lncRNA       0.852
   MSTRG.122858.1    2:mRNA       0.596
   MSTRG.122864.1  1:lncRNA       0.863
   MSTRG.122865.1  1:lncRNA       0.863
   MSTRG.122866.1  1:lncRNA       0.863
   MSTRG.122868.1  1:lncRNA       0.852
   MSTRG.122870.1  1:lncRNA       0.863
   MSTRG.122871.1    2:mRNA       0.596
   MSTRG.122881.1  1:lncRNA       0.782
   MSTRG.122881.3    2:mRNA       1.000
   MSTRG.122881.2  1:lncRNA       0.782
   MSTRG.122881.4  1:lncRNA       0.782
   MSTRG.122881.5    2:mRNA       0.596
   MSTRG.122881.6  1:lncRNA       0.782
   MSTRG.122881.7  1:lncRNA       0.782
   MSTRG.122888.1  1:lncRNA       0.863
   MSTRG.122889.1    2:mRNA       0.596
   MSTRG.122889.2    2:mRNA       0.596
   MSTRG.122889.3    2:mRNA       0.596
   MSTRG.122889.4    2:mRNA       0.596
   MSTRG.122889.5    2:mRNA       0.596
   MSTRG.122894.1  1:lncRNA       0.863
   MSTRG.122902.1  1:lncRNA       0.852
   MSTRG.122905.1    2:mRNA       1.000
   MSTRG.122905.2    2:mRNA       1.000
   MSTRG.122909.1  1:lncRNA       0.863
   MSTRG.122917.1  1:lncRNA       0.852
   MSTRG.122919.1  1:lncRNA       0.852
   MSTRG.122919.2  1:lncRNA       0.852
   MSTRG.122919.3  1:lncRNA       0.852
   MSTRG.122923.1  1:lncRNA       0.852
   MSTRG.122923.2  1:lncRNA       0.863
   MSTRG.122923.3  1:lncRNA       0.863
   MSTRG.122924.1  1:lncRNA       0.863
   MSTRG.122932.1  1:lncRNA       0.852
   MSTRG.122947.1  1:lncRNA       0.852
   MSTRG.122947.2  1:lncRNA       0.852
   MSTRG.122951.1  1:lncRNA       0.852
   MSTRG.122954.1  1:lncRNA       0.863
   MSTRG.122960.1  1:lncRNA       0.863
   MSTRG.122961.1  1:lncRNA       0.863
   MSTRG.122964.1  1:lncRNA       0.852
   MSTRG.122971.1    2:mRNA       0.596
   MSTRG.122971.2    2:mRNA       0.596
   MSTRG.122971.3    2:mRNA       0.596
   MSTRG.122971.4    2:mRNA       0.596
   MSTRG.122971.5    2:mRNA       0.596
   MSTRG.122976.1  1:lncRNA       0.782
   MSTRG.122978.1    2:mRNA       1.000
   MSTRG.122980.3  1:lncRNA       0.852
   MSTRG.122980.4    2:mRNA       1.000
   MSTRG.122981.1  1:lncRNA       0.863
   MSTRG.122985.1    2:mRNA       1.000
   MSTRG.122986.1  1:lncRNA       0.697
   MSTRG.122985.2  1:lncRNA       0.782
   MSTRG.122986.3  1:lncRNA       0.697
   MSTRG.122986.4  1:lncRNA       0.760
   MSTRG.122986.2  1:lncRNA       0.852
   MSTRG.122986.5  1:lncRNA       0.697
   MSTRG.122986.6  1:lncRNA       0.697
   MSTRG.122986.7  1:lncRNA       0.697
   MSTRG.122986.8  1:lncRNA       0.852
   MSTRG.122992.1  1:lncRNA       0.863
   MSTRG.122993.1    2:mRNA       1.000
   MSTRG.122996.1  1:lncRNA       0.852
   MSTRG.122997.1  1:lncRNA       0.852
   MSTRG.123004.1  1:lncRNA       0.863
   MSTRG.123010.1    2:mRNA       1.000
   MSTRG.123011.1  1:lncRNA       0.863
   MSTRG.123012.6  1:lncRNA       0.852
   MSTRG.123012.7  1:lncRNA       0.852
  MSTRG.123012.11  1:lncRNA       0.852
   MSTRG.123012.3    2:mRNA       1.000
  MSTRG.123012.12    2:mRNA       1.000
   MSTRG.123012.4    2:mRNA       1.000
   MSTRG.123012.8    2:mRNA       1.000
  MSTRG.123012.13    2:mRNA       1.000
   MSTRG.123012.1    2:mRNA       1.000
   MSTRG.123012.5  1:lncRNA       0.852
  MSTRG.123012.10    2:mRNA       1.000
   MSTRG.123012.2    2:mRNA       1.000
   MSTRG.123012.9    2:mRNA       1.000
  MSTRG.123012.14    2:mRNA       1.000
  MSTRG.123012.15  1:lncRNA       0.852
  MSTRG.123012.16  1:lncRNA       0.852
  MSTRG.123012.17    2:mRNA       0.596
  MSTRG.123012.18  1:lncRNA       0.763
  MSTRG.123012.20  1:lncRNA       0.697
  MSTRG.123012.19  1:lncRNA       0.697
   MSTRG.123013.1  1:lncRNA       0.697
   MSTRG.123013.2  1:lncRNA       0.852
   MSTRG.123013.3  1:lncRNA       0.782
   MSTRG.123013.4  1:lncRNA       0.782
   MSTRG.123013.5  1:lncRNA       0.863
   MSTRG.123015.3    2:mRNA       0.596
   MSTRG.123015.4  1:lncRNA       0.852
   MSTRG.123022.1  1:lncRNA       0.852
   MSTRG.123026.1  1:lncRNA       0.782
   MSTRG.123031.1    2:mRNA       1.000
   MSTRG.123031.2  1:lncRNA       0.852
   MSTRG.123037.1    2:mRNA       1.000
   MSTRG.123038.1  1:lncRNA       0.782
   MSTRG.123040.1  1:lncRNA       0.852
   MSTRG.123053.1    2:mRNA       1.000
   MSTRG.123055.1  1:lncRNA       0.852
   MSTRG.123055.2  1:lncRNA       0.852
