sequence_name	coding_score	classification
MSTRG.119412.1	0.44571	noncoding
MSTRG.119422.1	0.99788	coding
MSTRG.119432.1	0.66326	coding
MSTRG.119435.1	0.34825	noncoding
MSTRG.119441.1	0.77085	coding
MSTRG.119443.1	0.68259	coding
MSTRG.119457.1	0.17034	noncoding
MSTRG.119465.1	0.04813	noncoding
MSTRG.119465.2	0.04739	noncoding
MSTRG.119465.3	0.04685	noncoding
MSTRG.119474.1	0.21484	noncoding
MSTRG.119474.2	0.16246	noncoding
MSTRG.119490.1	0.23556	noncoding
MSTRG.119491.1	0.91674	coding
MSTRG.119491.2	0.91683	coding
MSTRG.119500.1	0.66968	coding
MSTRG.119500.2	0.50005	coding
MSTRG.119500.3	0.03128	noncoding
MSTRG.119500.4	0.26326	noncoding
MSTRG.119500.5	0.20421	noncoding
MSTRG.119500.6	0.57829	coding
MSTRG.119500.7	0.67755	coding
MSTRG.119500.8	0.62030	coding
MSTRG.119500.10	0.70768	coding
MSTRG.119500.9	0.73840	coding
MSTRG.119500.11	0.87415	coding
MSTRG.119500.12	0.60740	coding
MSTRG.119500.13	0.82192	coding
MSTRG.119500.14	0.57479	coding
MSTRG.119500.15	0.84642	coding
MSTRG.119500.16	0.57130	coding
MSTRG.119500.17	0.72215	coding
MSTRG.119500.19	0.24148	noncoding
MSTRG.119500.18	0.81579	coding
MSTRG.119500.20	0.73720	coding
MSTRG.119500.21	0.79360	coding
MSTRG.119512.1	0.06500	noncoding
MSTRG.119556.1	0.67061	coding
MSTRG.119558.1	0.96253	coding
MSTRG.119568.1	0.56126	coding
MSTRG.119582.2	0.24098	noncoding
MSTRG.119582.3	0.47819	noncoding
MSTRG.119585.1	0.52643	coding
MSTRG.119585.2	0.42912	noncoding
MSTRG.119590.1	0.90559	coding
MSTRG.119590.2	0.91516	coding
MSTRG.119590.3	0.93197	coding
MSTRG.119590.4	0.93662	coding
MSTRG.119592.1	0.28704	noncoding
MSTRG.119595.1	0.98929	coding
MSTRG.119596.1	0.68254	coding
MSTRG.119597.1	0.30497	noncoding
MSTRG.119612.1	0.51450	coding
MSTRG.119612.2	0.53087	coding
MSTRG.119612.3	0.53656	coding
MSTRG.119612.4	0.55352	coding
MSTRG.119613.1	0.80070	coding
MSTRG.119616.1	0.42115	noncoding
MSTRG.119617.1	0.79302	coding
MSTRG.119618.1	0.62119	coding
MSTRG.119619.1	0.64169	coding
MSTRG.119625.1	0.10664	noncoding
MSTRG.119627.1	0.70772	coding
MSTRG.119631.2	0.66789	coding
MSTRG.119631.1	0.44462	noncoding
MSTRG.119636.1	0.99451	coding
MSTRG.119636.2	0.99866	coding
MSTRG.119636.3	0.98629	coding
MSTRG.119639.1	0.74370	coding
MSTRG.119639.2	0.62601	coding
MSTRG.119639.3	0.74037	coding
MSTRG.119642.1	0.99946	coding
MSTRG.119643.1	0.94354	coding
MSTRG.119643.2	0.84334	coding
MSTRG.119643.3	0.24976	noncoding
MSTRG.119643.4	0.69951	coding
MSTRG.119650.1	0.57221	coding
MSTRG.119652.1	0.60647	coding
MSTRG.119654.1	0.48096	noncoding
MSTRG.119661.1	0.36886	noncoding
MSTRG.119664.1	0.74486	coding
MSTRG.119677.1	0.99897	coding
MSTRG.119683.1	0.83066	coding
MSTRG.119685.1	0.04567	noncoding
MSTRG.119686.1	0.33435	noncoding
MSTRG.119701.1	0.99713	coding
MSTRG.119708.1	0.18358	noncoding
MSTRG.119710.1	0.26852	noncoding
MSTRG.119715.1	0.81063	coding
MSTRG.119715.2	0.81480	coding
MSTRG.119724.1	0.11263	noncoding
MSTRG.119731.1	0.15439	noncoding
MSTRG.119736.1	0.78735	coding
MSTRG.119736.2	0.86312	coding
MSTRG.119736.3	0.77810	coding
MSTRG.119750.1	0.99642	coding
MSTRG.119752.1	0.99804	coding
MSTRG.119752.2	0.98744	coding
MSTRG.119755.1	0.99940	coding
MSTRG.119755.2	0.99950	coding
MSTRG.119756.1	0.05214	noncoding
MSTRG.119767.1	0.93590	coding
MSTRG.119770.1	0.99317	coding
MSTRG.119771.1	0.12686	noncoding
MSTRG.119772.1	0.78574	coding
MSTRG.119773.1	0.99540	coding
MSTRG.119785.1	0.52802	coding
MSTRG.119786.1	0.38789	noncoding
MSTRG.119785.2	0.41758	noncoding
MSTRG.119785.3	0.39729	noncoding
MSTRG.119788.1	0.80536	coding
MSTRG.119795.1	0.82630	coding
MSTRG.119795.2	0.80448	coding
MSTRG.119795.3	0.77949	coding
MSTRG.119802.1	0.19940	noncoding
MSTRG.119806.1	0.42922	noncoding
MSTRG.119810.1	0.99456	coding
MSTRG.119810.2	0.92806	coding
MSTRG.119810.3	0.99519	coding
MSTRG.119810.4	0.91401	coding
MSTRG.119817.1	0.80436	coding
MSTRG.119817.2	0.98798	coding
MSTRG.119817.3	0.98902	coding
MSTRG.119818.1	0.42765	noncoding
MSTRG.119838.1	0.76474	coding
MSTRG.119841.1	0.93820	coding
MSTRG.119846.1	0.23164	noncoding
MSTRG.119847.1	0.19178	noncoding
MSTRG.119848.1	0.27324	noncoding
MSTRG.119849.1	0.54795	coding
MSTRG.119849.2	0.66900	coding
MSTRG.119849.3	0.42712	noncoding
MSTRG.119852.1	0.98964	coding
MSTRG.119855.1	0.90490	coding
MSTRG.119856.1	0.06128	noncoding
MSTRG.119857.1	0.60820	coding
MSTRG.119871.1	0.87989	coding
MSTRG.119893.1	0.60016	coding
MSTRG.119920.1	0.42767	noncoding
MSTRG.119950.1	0.74016	coding
MSTRG.119949.4	0.91706	coding
MSTRG.119956.1	0.55330	coding
MSTRG.119959.1	0.90270	coding
MSTRG.119960.1	0.99919	coding
MSTRG.119959.2	0.46420	noncoding
MSTRG.119959.3	0.72688	coding
MSTRG.119959.4	0.95385	coding
MSTRG.119959.5	0.68415	coding
MSTRG.119959.6	0.59479	coding
MSTRG.119959.7	0.63459	coding
MSTRG.119968.1	0.67480	coding
MSTRG.119983.1	0.94770	coding
MSTRG.119983.2	0.96691	coding
MSTRG.119983.3	0.56526	coding
MSTRG.119983.4	0.88197	coding
MSTRG.119983.5	0.83900	coding
MSTRG.119983.6	0.94981	coding
MSTRG.119983.7	0.97260	coding
MSTRG.119983.8	0.94127	coding
MSTRG.119983.9	0.66794	coding
MSTRG.119983.10	0.89891	coding
MSTRG.119983.11	0.69902	coding
MSTRG.119983.12	0.94082	coding
MSTRG.119983.13	0.97351	coding
MSTRG.119984.1	0.04449	noncoding
MSTRG.119994.1	0.67733	coding
MSTRG.120004.1	0.90046	coding
MSTRG.120030.1	0.78382	coding
MSTRG.120032.1	0.09804	noncoding
MSTRG.120048.1	0.94002	coding
MSTRG.120049.1	0.76846	coding
MSTRG.120057.1	0.99713	coding
MSTRG.120057.2	0.97639	coding
MSTRG.120063.1	0.93366	coding
MSTRG.120065.1	0.78390	coding
MSTRG.120075.1	0.11430	noncoding
MSTRG.120075.2	0.07002	noncoding
MSTRG.120088.1	0.27950	noncoding
MSTRG.120090.1	0.26720	noncoding
MSTRG.120098.1	0.86561	coding
MSTRG.120099.1	0.38882	noncoding
MSTRG.120102.1	0.87241	coding
MSTRG.120108.1	0.31572	noncoding
MSTRG.120113.1	0.89587	coding
MSTRG.120125.1	0.99976	coding
MSTRG.120125.2	0.99966	coding
MSTRG.120125.3	0.97817	coding
MSTRG.120125.4	0.99962	coding
MSTRG.120125.5	0.99959	coding
MSTRG.120125.6	0.25115	noncoding
MSTRG.120125.7	0.96445	coding
MSTRG.120138.1	0.92443	coding
MSTRG.120140.1	0.22339	noncoding
MSTRG.120140.2	0.09468	noncoding
MSTRG.120145.1	0.67484	coding
MSTRG.120145.2	0.63234	coding
MSTRG.120146.1	0.84221	coding
MSTRG.120145.3	0.90475	coding
MSTRG.120146.2	0.17186	noncoding
MSTRG.120146.3	0.31586	noncoding
MSTRG.120155.1	0.80789	coding
MSTRG.120162.1	0.59673	coding
MSTRG.120166.1	0.66944	coding
MSTRG.120167.1	0.99663	coding
MSTRG.120167.2	0.99801	coding
MSTRG.120175.1	0.92667	coding
MSTRG.120175.2	0.92866	coding
MSTRG.120177.1	0.39194	noncoding
MSTRG.120178.1	0.19130	noncoding
MSTRG.120183.1	0.97666	coding
MSTRG.120183.2	0.96897	coding
MSTRG.120183.3	0.98374	coding
MSTRG.120184.7	0.19098	noncoding
MSTRG.120184.8	0.18948	noncoding
MSTRG.120184.9	0.32474	noncoding
MSTRG.120186.1	0.83342	coding
MSTRG.120188.1	0.93859	coding
MSTRG.120189.1	0.41702	noncoding
MSTRG.120188.2	0.89323	coding
MSTRG.120188.3	0.94982	coding
MSTRG.120188.4	0.85121	coding
MSTRG.120198.14	0.97871	coding
MSTRG.120198.21	0.91093	coding
MSTRG.120201.1	0.84326	coding
MSTRG.120204.1	0.06503	noncoding
MSTRG.120207.1	0.99139	coding
MSTRG.120218.1	0.41908	noncoding
MSTRG.120219.1	0.06422	noncoding
MSTRG.120235.1	0.98824	coding
MSTRG.120235.2	0.98907	coding
MSTRG.120235.3	0.89792	coding
MSTRG.120235.4	0.94481	coding
MSTRG.120235.5	0.99504	coding
MSTRG.120235.6	0.92741	coding
MSTRG.120237.1	0.99888	coding
MSTRG.120238.1	0.97475	coding
MSTRG.120239.1	0.78425	coding
MSTRG.120257.1	0.68703	coding
MSTRG.120257.2	0.97664	coding
MSTRG.120257.3	0.99870	coding
MSTRG.120260.1	0.45446	noncoding
MSTRG.120264.1	0.26736	noncoding
MSTRG.120270.1	0.71875	coding
MSTRG.120278.1	0.90703	coding
MSTRG.120281.1	0.89908	coding
MSTRG.120284.1	0.99098	coding
MSTRG.120285.1	0.70565	coding
MSTRG.120286.1	0.84570	coding
MSTRG.120288.1	0.62020	coding
MSTRG.120288.2	0.58840	coding
MSTRG.120295.1	0.65242	coding
MSTRG.120300.1	0.47055	noncoding
MSTRG.120305.1	0.80049	coding
MSTRG.120306.1	0.09846	noncoding
MSTRG.120306.2	0.12774	noncoding
MSTRG.120308.1	0.86621	coding
MSTRG.120309.1	0.57202	coding
MSTRG.120311.1	0.61038	coding
MSTRG.120318.1	0.99931	coding
MSTRG.120318.2	0.99958	coding
MSTRG.120324.1	0.41263	noncoding
MSTRG.120325.1	0.43758	noncoding
MSTRG.120334.1	0.99953	coding
MSTRG.120337.1	0.50672	coding
MSTRG.120337.2	0.50875	coding
MSTRG.120337.3	0.46124	noncoding
MSTRG.120337.4	0.40566	noncoding
MSTRG.120337.5	0.75232	coding
MSTRG.120337.6	0.46097	noncoding
MSTRG.120337.7	0.52272	coding
MSTRG.120342.1	0.14344	noncoding
MSTRG.120344.2	0.87369	coding
MSTRG.120350.1	0.56732	coding
MSTRG.120351.1	0.46959	noncoding
MSTRG.120357.1	0.85672	coding
MSTRG.120357.2	0.77477	coding
MSTRG.120357.3	0.84557	coding
MSTRG.120357.4	0.84213	coding
MSTRG.120357.5	0.78444	coding
MSTRG.120357.6	0.78817	coding
MSTRG.120357.7	0.85481	coding
MSTRG.120357.8	0.81590	coding
MSTRG.120357.9	0.78962	coding
MSTRG.120357.10	0.82796	coding
MSTRG.120357.11	0.91304	coding
MSTRG.120357.12	0.93153	coding
MSTRG.120357.13	0.90104	coding
MSTRG.120357.14	0.83873	coding
MSTRG.120357.15	0.90819	coding
MSTRG.120357.16	0.49995	noncoding
MSTRG.120362.1	0.92874	coding
MSTRG.120366.1	0.32765	noncoding
MSTRG.120367.1	0.28351	noncoding
MSTRG.120368.1	0.25785	noncoding
MSTRG.120372.1	0.78994	coding
MSTRG.120376.1	0.48194	noncoding
MSTRG.120381.1	0.95349	coding
MSTRG.120388.1	0.21135	noncoding
MSTRG.120391.3	0.92594	coding
MSTRG.120397.1	0.72347	coding
MSTRG.120399.1	0.65921	coding
MSTRG.120400.1	0.05716	noncoding
MSTRG.120401.1	0.84477	coding
MSTRG.120401.2	0.74784	coding
MSTRG.120407.1	0.80363	coding
MSTRG.120413.1	0.69487	coding
MSTRG.120416.1	0.19298	noncoding
MSTRG.120418.1	0.61771	coding
MSTRG.120418.2	0.76488	coding
MSTRG.120418.3	0.95469	coding
MSTRG.120418.4	0.80833	coding
MSTRG.120418.5	0.82754	coding
MSTRG.120418.6	0.95705	coding
MSTRG.120418.7	0.67305	coding
MSTRG.120418.8	0.78880	coding
MSTRG.120418.9	0.76693	coding
MSTRG.120418.10	0.84323	coding
MSTRG.120418.11	0.87187	coding
MSTRG.120418.12	0.74991	coding
MSTRG.120418.13	0.59835	coding
MSTRG.120418.14	0.75481	coding
MSTRG.120418.15	0.80824	coding
MSTRG.120418.16	0.65785	coding
MSTRG.120424.1	0.18476	noncoding
MSTRG.120439.1	0.85629	coding
MSTRG.120442.1	0.93198	coding
MSTRG.120445.1	0.98947	coding
MSTRG.120451.1	0.68881	coding
MSTRG.120453.1	0.60120	coding
MSTRG.120461.1	0.33374	noncoding
MSTRG.120466.1	0.74217	coding
MSTRG.120466.2	0.34793	noncoding
MSTRG.120467.1	0.94118	coding
MSTRG.120467.2	0.96336	coding
MSTRG.120470.1	0.99704	coding
MSTRG.120470.2	0.99751	coding
MSTRG.120470.3	0.99954	coding
MSTRG.120470.4	0.99931	coding
MSTRG.120477.1	0.65947	coding
MSTRG.120477.2	0.65947	coding
MSTRG.120477.3	0.69966	coding
MSTRG.120493.1	0.32016	noncoding
MSTRG.120507.1	0.99977	coding
MSTRG.120512.1	0.08565	noncoding
MSTRG.120513.1	0.12605	noncoding
MSTRG.120519.1	0.72603	coding
MSTRG.120521.1	0.82291	coding
MSTRG.120558.1	0.22808	noncoding
MSTRG.120561.1	0.11801	noncoding
MSTRG.120566.1	0.59377	coding
MSTRG.120573.3	0.98320	coding
MSTRG.120573.2	0.99854	coding
MSTRG.120576.1	0.99924	coding
MSTRG.120576.2	0.99973	coding
MSTRG.120590.1	0.79166	coding
MSTRG.120596.1	0.96864	coding
MSTRG.120596.2	0.95695	coding
MSTRG.120599.1	0.95936	coding
MSTRG.120599.2	0.93602	coding
MSTRG.120599.3	0.95608	coding
MSTRG.120605.1	0.83431	coding
MSTRG.120621.1	0.03964	noncoding
MSTRG.120622.1	0.68512	coding
MSTRG.120649.1	0.80870	coding
MSTRG.120649.2	0.97537	coding
MSTRG.120649.3	0.96498	coding
MSTRG.120649.4	0.96169	coding
MSTRG.120652.1	0.68214	coding
MSTRG.120652.2	0.68257	coding
MSTRG.120652.3	0.69643	coding
MSTRG.120658.1	0.75601	coding
MSTRG.120659.1	0.65704	coding
MSTRG.120670.1	0.38095	noncoding
MSTRG.120670.2	0.49472	noncoding
MSTRG.120670.3	0.89547	coding
MSTRG.120670.4	0.88090	coding
MSTRG.120678.1	0.46644	noncoding
MSTRG.120691.1	0.99475	coding
MSTRG.120691.2	0.49036	noncoding
MSTRG.120691.3	0.30912	noncoding
MSTRG.120693.1	0.96779	coding
MSTRG.120702.1	0.86992	coding
MSTRG.120714.2	0.23809	noncoding
MSTRG.120714.1	0.24450	noncoding
MSTRG.120720.1	0.96959	coding
MSTRG.120720.2	0.91499	coding
MSTRG.120728.1	0.85973	coding
MSTRG.120735.1	0.46584	noncoding
MSTRG.120737.1	0.76957	coding
MSTRG.120738.1	0.71302	coding
MSTRG.120740.1	0.32431	noncoding
MSTRG.120740.2	0.34130	noncoding
MSTRG.120741.1	0.69803	coding
MSTRG.120740.3	0.19116	noncoding
MSTRG.120769.1	0.70059	coding
MSTRG.120770.1	0.24935	noncoding
MSTRG.120770.2	0.29276	noncoding
MSTRG.120769.2	0.80180	coding
MSTRG.120770.3	0.77881	coding
MSTRG.120770.4	0.47515	noncoding
MSTRG.120770.5	0.47952	noncoding
MSTRG.120770.6	0.82579	coding
MSTRG.120774.1	0.87980	coding
MSTRG.120774.2	0.87501	coding
MSTRG.120774.3	0.85150	coding
MSTRG.120774.4	0.87330	coding
MSTRG.120774.6	0.90734	coding
MSTRG.120777.2	0.13864	noncoding
MSTRG.120785.1	0.99831	coding
MSTRG.120788.1	0.05780	noncoding
MSTRG.120788.2	0.24538	noncoding
MSTRG.120788.3	0.12143	noncoding
MSTRG.120788.4	0.05687	noncoding
MSTRG.120788.5	0.26963	noncoding
MSTRG.120790.1	0.72446	coding
MSTRG.120790.2	0.52321	coding
MSTRG.120791.1	0.10485	noncoding
MSTRG.120797.1	0.64332	coding
MSTRG.120804.1	0.99585	coding
MSTRG.120812.1	0.62835	coding
MSTRG.120812.2	0.69758	coding
MSTRG.120813.1	0.96349	coding
MSTRG.120813.2	0.89274	coding
MSTRG.120812.3	0.88334	coding
MSTRG.120824.1	0.99890	coding
MSTRG.120824.2	0.99715	coding
MSTRG.120851.1	0.65548	coding
MSTRG.120872.1	0.96442	coding
MSTRG.120877.1	0.06121	noncoding
MSTRG.120897.1	0.99330	coding
MSTRG.120898.1	0.34390	noncoding
MSTRG.120904.1	0.01683	noncoding
MSTRG.120905.1	0.48428	noncoding
MSTRG.120906.1	0.99952	coding
MSTRG.120906.2	0.99733	coding
MSTRG.120907.1	0.98334	coding
MSTRG.120907.2	0.89303	coding
MSTRG.120917.1	0.45788	noncoding
MSTRG.120930.1	0.97565	coding
MSTRG.120945.1	0.76063	coding
MSTRG.120946.1	0.77277	coding
MSTRG.120946.2	0.74748	coding
MSTRG.120948.1	0.09013	noncoding
MSTRG.120951.1	0.68588	coding
MSTRG.120973.1	0.88083	coding
MSTRG.120974.1	0.94961	coding
MSTRG.120975.1	0.80440	coding
MSTRG.120975.2	0.94042	coding
MSTRG.120975.3	0.73464	coding
MSTRG.120975.4	0.85998	coding
MSTRG.120975.5	0.74935	coding
MSTRG.120975.6	0.93068	coding
MSTRG.120975.7	0.96075	coding
MSTRG.120978.1	0.98656	coding
MSTRG.120979.1	0.90161	coding
MSTRG.120980.1	0.90379	coding
MSTRG.120981.1	0.20823	noncoding
MSTRG.120991.1	0.94675	coding
MSTRG.120992.1	0.75969	coding
MSTRG.120996.1	0.49898	noncoding
MSTRG.120996.2	0.71900	coding
MSTRG.120998.1	0.68863	coding
MSTRG.121001.1	0.11620	noncoding
MSTRG.121002.1	0.90038	coding
MSTRG.121004.1	0.31368	noncoding
MSTRG.121009.14	0.71285	coding
MSTRG.121012.1	0.65376	coding
MSTRG.121012.2	0.66334	coding
MSTRG.121012.3	0.47398	noncoding
MSTRG.121013.1	0.99875	coding
MSTRG.121019.1	0.98261	coding
MSTRG.121019.2	0.93770	coding
MSTRG.121019.3	0.99603	coding
MSTRG.121020.1	0.94677	coding
MSTRG.121024.1	0.22617	noncoding
MSTRG.121030.1	0.08448	noncoding
MSTRG.121036.1	0.98932	coding
MSTRG.121036.4	0.98343	coding
MSTRG.121036.11	0.99301	coding
MSTRG.121036.14	0.97588	coding
MSTRG.121036.17	0.98158	coding
MSTRG.121036.15	0.99543	coding
MSTRG.121036.24	0.91398	coding
MSTRG.121037.1	0.04128	noncoding
MSTRG.121037.2	0.17951	noncoding
MSTRG.121037.3	0.15312	noncoding
MSTRG.121049.1	0.90272	coding
MSTRG.121056.5	0.83554	coding
MSTRG.121060.1	0.76760	coding
MSTRG.121065.1	0.83705	coding
MSTRG.121068.1	0.96924	coding
MSTRG.121068.2	0.96691	coding
MSTRG.121068.3	0.99820	coding
MSTRG.121068.4	0.99651	coding
MSTRG.121069.1	0.25793	noncoding
MSTRG.121089.1	0.12950	noncoding
MSTRG.121093.1	0.83026	coding
MSTRG.121095.1	0.85238	coding
MSTRG.121097.1	0.98233	coding
MSTRG.121097.2	0.91925	coding
MSTRG.121097.3	0.91579	coding
MSTRG.121098.1	0.98330	coding
MSTRG.121100.1	0.91015	coding
MSTRG.121108.1	0.10027	noncoding
MSTRG.121126.1	0.13352	noncoding
MSTRG.121126.2	0.12879	noncoding
MSTRG.121136.1	0.99424	coding
MSTRG.121138.1	0.24298	noncoding
MSTRG.121139.1	0.96932	coding
MSTRG.121144.1	0.40076	noncoding
MSTRG.121145.1	0.45446	noncoding
MSTRG.121156.1	0.36776	noncoding
MSTRG.121157.1	0.91237	coding
MSTRG.121157.2	0.90154	coding
MSTRG.121157.3	0.91894	coding
MSTRG.121158.1	0.09608	noncoding
MSTRG.121159.1	0.30104	noncoding
MSTRG.121161.1	0.87534	coding
MSTRG.121161.2	0.10432	noncoding
MSTRG.121161.3	0.63080	coding
MSTRG.121161.4	0.76893	coding
MSTRG.121165.1	0.81460	coding
MSTRG.121165.2	0.79546	coding
MSTRG.121165.3	0.81480	coding
MSTRG.121165.4	0.86584	coding
MSTRG.121165.5	0.84288	coding
MSTRG.121165.6	0.85299	coding
MSTRG.121165.7	0.86338	coding
MSTRG.121165.8	0.87151	coding
MSTRG.121165.9	0.82741	coding
MSTRG.121165.10	0.82801	coding
MSTRG.121165.11	0.84576	coding
MSTRG.121165.12	0.83809	coding
MSTRG.121165.13	0.84163	coding
MSTRG.121165.14	0.80411	coding
MSTRG.121165.15	0.86257	coding
MSTRG.121165.16	0.81001	coding
MSTRG.121165.17	0.88640	coding
MSTRG.121165.18	0.87313	coding
MSTRG.121165.19	0.85475	coding
MSTRG.121165.20	0.85054	coding
MSTRG.121165.21	0.85281	coding
MSTRG.121165.22	0.85081	coding
MSTRG.121165.23	0.85135	coding
MSTRG.121165.24	0.87746	coding
MSTRG.121165.25	0.89036	coding
MSTRG.121165.26	0.91444	coding
MSTRG.121166.1	0.79506	coding
MSTRG.121172.1	0.15595	noncoding
MSTRG.121173.1	0.25602	noncoding
MSTRG.121173.2	0.64764	coding
MSTRG.121173.3	0.47449	noncoding
MSTRG.121173.4	0.44526	noncoding
MSTRG.121173.5	0.53654	coding
MSTRG.121174.1	0.61831	coding
MSTRG.121175.1	0.48031	noncoding
MSTRG.121177.3	0.20384	noncoding
MSTRG.121177.5	0.17304	noncoding
MSTRG.121179.1	0.99677	coding
MSTRG.121179.2	0.99718	coding
MSTRG.121186.1	0.09904	noncoding
MSTRG.121186.2	0.58453	coding
MSTRG.121186.3	0.43183	noncoding
MSTRG.121186.4	0.38099	noncoding
MSTRG.121177.14	0.98014	coding
MSTRG.121189.1	0.94182	coding
MSTRG.121189.2	0.97471	coding
MSTRG.121189.3	0.87792	coding
MSTRG.121189.4	0.67721	coding
MSTRG.121192.1	0.95253	coding
MSTRG.121198.1	0.94143	coding
MSTRG.121198.2	0.63198	coding
MSTRG.121198.3	0.68055	coding
MSTRG.121201.6	0.41539	noncoding
MSTRG.121201.7	0.57109	coding
MSTRG.121201.8	0.60242	coding
MSTRG.121212.2	0.83188	coding
MSTRG.121213.1	0.64039	coding
MSTRG.121214.1	0.79815	coding
MSTRG.121218.1	0.76698	coding
MSTRG.121228.1	0.45216	noncoding
MSTRG.121228.2	0.61550	coding
MSTRG.121236.1	0.41923	noncoding
MSTRG.121236.2	0.52408	coding
MSTRG.121236.3	0.44099	noncoding
MSTRG.121236.4	0.55521	coding
MSTRG.121236.5	0.54884	coding
MSTRG.121236.6	0.48296	noncoding
MSTRG.121255.1	0.96200	coding
MSTRG.121255.2	0.92516	coding
MSTRG.121256.1	0.71437	coding
MSTRG.121261.1	0.36929	noncoding
MSTRG.121262.1	0.97518	coding
MSTRG.121265.1	0.12381	noncoding
MSTRG.121268.1	0.22438	noncoding
MSTRG.121269.1	0.34933	noncoding
MSTRG.121274.1	0.21106	noncoding
MSTRG.121275.1	0.46163	noncoding
MSTRG.121277.1	0.62947	coding
MSTRG.121284.1	0.13937	noncoding
MSTRG.121287.1	0.51762	coding
MSTRG.121287.2	0.36655	noncoding
MSTRG.121287.3	0.63224	coding
MSTRG.121290.1	0.71972	coding
MSTRG.121297.1	0.08549	noncoding
MSTRG.121298.1	0.44801	noncoding
MSTRG.121298.2	0.40369	noncoding
MSTRG.121302.1	0.06774	noncoding
MSTRG.121306.1	0.99355	coding
MSTRG.121307.1	0.80188	coding
MSTRG.121310.1	0.84135	coding
MSTRG.121313.1	0.12743	noncoding
MSTRG.121331.1	0.07001	noncoding
MSTRG.121332.1	0.85852	coding
MSTRG.121332.2	0.81662	coding
MSTRG.121332.3	0.59465	coding
MSTRG.121332.4	0.79347	coding
MSTRG.121335.1	0.14784	noncoding
MSTRG.121338.1	0.09329	noncoding
MSTRG.121348.1	0.98257	coding
MSTRG.121350.1	0.44841	noncoding
MSTRG.121355.1	0.96262	coding
MSTRG.121360.1	0.76067	coding
MSTRG.121378.1	0.25420	noncoding
MSTRG.121378.2	0.70902	coding
MSTRG.121379.1	0.85070	coding
MSTRG.121386.1	0.99241	coding
MSTRG.121389.1	0.61313	coding
MSTRG.121393.1	0.45729	noncoding
MSTRG.121393.2	0.41302	noncoding
MSTRG.121398.1	0.49103	noncoding
MSTRG.121399.1	0.17669	noncoding
MSTRG.121403.1	0.89196	coding
MSTRG.121407.1	0.93732	coding
MSTRG.121410.1	0.99975	coding
MSTRG.121417.1	0.99701	coding
MSTRG.121420.1	0.70992	coding
MSTRG.121420.2	0.81662	coding
MSTRG.121420.3	0.79905	coding
MSTRG.121420.4	0.87365	coding
MSTRG.121420.5	0.82998	coding
MSTRG.121424.11	0.95001	coding
MSTRG.121424.12	0.97146	coding
MSTRG.121429.1	0.82410	coding
MSTRG.121429.2	0.66865	coding
MSTRG.121429.3	0.90291	coding
MSTRG.121429.4	0.85901	coding
MSTRG.121446.1	0.81203	coding
MSTRG.121454.1	0.72900	coding
MSTRG.121455.1	0.90155	coding
MSTRG.121455.2	0.99873	coding
MSTRG.121456.1	0.65826	coding
MSTRG.121456.2	0.99816	coding
MSTRG.121467.1	0.87428	coding
MSTRG.121467.2	0.94255	coding
MSTRG.121467.3	0.90619	coding
MSTRG.121467.4	0.85917	coding
MSTRG.121467.5	0.92737	coding
MSTRG.121467.6	0.83660	coding
MSTRG.121467.7	0.53867	coding
MSTRG.121467.8	0.88785	coding
MSTRG.121470.1	0.97169	coding
MSTRG.121470.2	0.96948	coding
MSTRG.121470.3	0.96838	coding
MSTRG.121470.4	0.97633	coding
MSTRG.121479.1	0.88920	coding
MSTRG.121484.1	0.60914	coding
MSTRG.121493.1	0.99969	coding
MSTRG.121493.2	0.99965	coding
MSTRG.121496.1	0.60247	coding
MSTRG.121496.2	0.52623	coding
MSTRG.121496.3	0.63339	coding
MSTRG.121496.4	0.50742	coding
MSTRG.121507.1	0.44690	noncoding
MSTRG.121509.1	0.94313	coding
MSTRG.121510.1	0.86896	coding
MSTRG.121519.1	0.99781	coding
MSTRG.121522.1	0.50325	coding
MSTRG.121523.1	0.33296	noncoding
MSTRG.121525.1	0.82469	coding
MSTRG.121530.1	0.39887	noncoding
MSTRG.121535.1	0.39494	noncoding
MSTRG.121536.1	0.99950	coding
MSTRG.121542.1	0.99144	coding
MSTRG.121551.1	0.99613	coding
MSTRG.121551.2	0.98456	coding
MSTRG.121556.1	0.46554	noncoding
MSTRG.121558.1	0.91090	coding
MSTRG.121559.1	0.26032	noncoding
MSTRG.121560.1	0.39200	noncoding
MSTRG.121562.1	0.68049	coding
MSTRG.121562.2	0.99589	coding
MSTRG.121562.3	0.80437	coding
MSTRG.121562.4	0.59987	coding
MSTRG.121562.5	0.99266	coding
MSTRG.121563.2	0.97133	coding
MSTRG.121567.1	0.27600	noncoding
MSTRG.121568.1	0.98630	coding
MSTRG.121568.2	0.54486	coding
MSTRG.121569.1	0.43741	noncoding
MSTRG.121569.2	0.38818	noncoding
MSTRG.121570.1	0.77915	coding
MSTRG.121570.2	0.94563	coding
MSTRG.121570.3	0.83959	coding
MSTRG.121570.4	0.80011	coding
MSTRG.121571.1	0.45929	noncoding
MSTRG.121571.2	0.18098	noncoding
MSTRG.121571.3	0.30890	noncoding
MSTRG.121578.1	0.47226	noncoding
MSTRG.121595.1	0.10672	noncoding
MSTRG.121614.1	0.69083	coding
MSTRG.121614.2	0.87475	coding
MSTRG.121617.1	0.10151	noncoding
MSTRG.121620.1	0.12419	noncoding
